ETC_HSHLDCO,HOUSE_MANAGE_NO,HOUSE_TY,INSTT_RECOMEND_HSHLDCO,LFE_FRST_HSHLDCO,LTTOT_TOP_AMOUNT,MNYCH_HSHLDCO,MODEL_NO,NWBB_HSHLDCO,NWWDS_HSHLDCO,OLD_PARNTS_SUPORT_HSHLDCO,PBLANC_NO,SPSPLY_HSHLDCO,SUPLY_AR,SUPLY_HSHLDCO,TRANSR_INSTT_ENFSN_HSHLDCO,YGMN_HSHLDCO,special_supply_ratio,price_per_area,HOUSE_NM,HOUSE_SECD_NM,HOUSE_DTL_SECD_NM,SUBSCRPT_AREA_CODE_NM,HSSPLY_ADRES,TOT_SUPLY_HSHLDCO,RCRIT_PBLANC_DE,RCEPT_BGNDE,RCEPT_ENDDE,SPSPLY_RCEPT_BGNDE,SPSPLY_RCEPT_ENDDE,PRZWNER_PRESNATN_DE,RENT_SECD_NM,PARCPRC_ULS_AT,IMPRMN_BSNS_AT,PUBLIC_HOUSE_EARTH_AT,LRSCL_BLDLND_AT,max_competition_rate,mean_competition_rate,total_req_cnt,comp_rows,notice_year,notice_month,is_cap_price_area,is_redevelopment,is_public_housing_area
0,2024000194,070.8617A,48,43,41100,48,1,0,87,15,2024000194,241,97.168,243,0,0,0.49793388429752067,422.97875843899226,더샵 탕정인피니티시티 2차,APT,민영,충남,충청남도 아산시 아산탕정지구 도시개발구역 A3BL,1050,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,N,N,N,8.59,8.59,3614.0,4.0,2024,4,0,0,0
0,2024000194,070.8318B,13,12,41200,13,2,0,24,4,2024000194,66,97.4725,67,0,0,0.49624060150375937,422.6833209366745,더샵 탕정인피니티시티 2차,APT,민영,충남,충청남도 아산시 아산탕정지구 도시개발구역 A3BL,1050,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,N,N,N,2.69,2.69,1144.0,4.0,2024,4,0,0,0
0,2024000194,070.9782C,5,4,40900,5,3,0,9,1,2024000194,24,97.85,27,0,0,0.47058823529411764,417.98671435871233,더샵 탕정인피니티시티 2차,APT,민영,충남,충청남도 아산시 아산탕정지구 도시개발구역 A3BL,1050,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,N,N,N,3.38,3.38,288.0,4.0,2024,4,0,0,0
0,2024000194,084.8324A,16,15,48230,16,4,0,29,5,2024000194,81,116.1317,83,0,0,0.49390243902439024,415.30434842510704,더샵 탕정인피니티시티 2차,APT,민영,충남,충청남도 아산시 아산탕정지구 도시개발구역 A3BL,1050,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,N,N,N,78.94,78.94,8655.0,4.0,2024,4,0,0,0
0,2024000194,084.7945B,11,10,49000,11,5,0,19,3,2024000194,54,115.6564,55,0,0,0.4954128440366973,423.6687290975683,더샵 탕정인피니티시티 2차,APT,민영,충남,충청남도 아산시 아산탕정지구 도시개발구역 A3BL,1050,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,N,N,N,47.56,47.56,3422.0,4.0,2024,4,0,0,0
0,2024000194,084.9331C,11,10,48110,11,6,0,19,3,2024000194,54,116.7757,55,0,0,0.4954128440366973,411.9863978550332,더샵 탕정인피니티시티 2차,APT,민영,충남,충청남도 아산시 아산탕정지구 도시개발구역 A3BL,1050,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,N,N,N,27.49,27.49,2112.0,4.0,2024,4,0,0,0
0,2024000189,059.9557A,8,7,37200,8,1,0,15,2,2024000189,40,78.8234,45,0,0,0.47058823529411764,471.94107333609054,여주역자이 헤리티지,APT,민영,경기,경기도 여주시 교동 500-118번지 일원,769,2024-05-03,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,N,N,N,6.58,6.58,396.0,4.0,2024,5,0,0,0
0,2024000189,059.9485B,8,7,37800,8,2,0,14,2,2024000189,39,79.1235,42,0,0,0.48148148148148145,477.73417505545126,여주역자이 헤리티지,APT,민영,경기,경기도 여주시 교동 500-118번지 일원,769,2024-05-03,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,N,N,N,13.55,13.55,662.0,4.0,2024,5,0,0,0
0,2024000189,084.9455A,24,22,52243,24,3,0,44,7,2024000189,121,110.2735,128,0,0,0.4859437751004016,473.7584279087904,여주역자이 헤리티지,APT,민영,경기,경기도 여주시 교동 500-118번지 일원,769,2024-05-03,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,N,N,N,3.75,3.75,828.0,4.0,2024,5,0,0,0
0,2024000189,084.9893B,24,22,53070,24,4,0,44,7,2024000189,121,110.4483,127,0,0,0.4879032258064516,480.49630460586536,여주역자이 헤리티지,APT,민영,경기,경기도 여주시 교동 500-118번지 일원,769,2024-05-03,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,N,N,N,1.67,1.67,456.0,4.0,2024,5,0,0,0
0,2024000189,099.9273A,0,0,63230,5,5,0,0,1,2024000189,6,130.5805,46,0,0,0.11538461538461539,484.2223762353491,여주역자이 헤리티지,APT,민영,경기,경기도 여주시 교동 500-118번지 일원,769,2024-05-03,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,N,N,N,3.37,3.37,200.0,4.0,2024,5,0,0,0
0,2024000189,099.9852B,0,0,62070,5,6,0,0,1,2024000189,6,129.4529,46,0,0,0.11538461538461539,479.47940911327595,여주역자이 헤리티지,APT,민영,경기,경기도 여주시 교동 500-118번지 일원,769,2024-05-03,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,N,N,N,17.0,11.066666666666668,59.0,4.0,2024,5,0,0,0
0,2024000189,136.9781P,0,0,127440,0,7,0,0,0,2024000189,0,183.0795,2,0,0,0.0,696.0910424159996,여주역자이 헤리티지,APT,민영,경기,경기도 여주시 교동 500-118번지 일원,769,2024-05-03,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,N,N,N,2.0,2.0,11.0,4.0,2024,5,0,0,0
0,2024000188,082.3082A,6,5,94600,6,1,0,11,2,2024000188,30,117.6189,31,0,0,0.4918032786885246,804.292507411649,힐스테이트 황금역 리저브 2단지,APT,민영,대구,대구광역시 수성구 황금동 862-5번지 일원,185,2024-04-30,2024-05-10,2024-05-14,2024-05-10,2024-05-10,2024-05-22,분양주택,N,N,N,N,40.0,18.5,59.0,4.0,2024,4,0,0,0
0,2024000188,082.2727A,1,1,95300,1,2,0,2,1,2024000188,6,117.6079,7,0,0,0.46153846153846156,810.3197149171101,힐스테이트 황금역 리저브 2단지,APT,민영,대구,대구광역시 수성구 황금동 862-5번지 일원,185,2024-04-30,2024-05-10,2024-05-14,2024-05-10,2024-05-10,2024-05-22,분양주택,N,N,N,N,2.46,2.46,80.0,4.0,2024,4,0,0,0
0,2024000188,082.1252B,11,10,95300,11,3,0,20,3,2024000188,55,116.0388,56,0,0,0.4954954954954955,821.2770211343103,힐스테이트 황금역 리저브 2단지,APT,민영,대구,대구광역시 수성구 황금동 862-5번지 일원,185,2024-04-30,2024-05-10,2024-05-14,2024-05-10,2024-05-10,2024-05-22,분양주택,N,N,N,N,45.0,26.25,96.0,4.0,2024,4,0,0,0
0,2024000187,082.0905B,6,5,95600,6,1,0,11,2,2024000187,30,114.0121,30,0,0,0.5,838.5074917486828,힐스테이트 황금역 리저브 1단지,APT,민영,대구,대구광역시 수성구 황금동 891-1번지 일원,152,2024-04-30,2024-05-10,2024-05-14,2024-05-10,2024-05-10,2024-05-21,분양주택,N,N,N,N,14.0,7.0,70.0,4.0,2024,4,0,0,0
0,2024000187,082.3049C,1,1,95300,1,2,0,3,1,2024000187,7,114.3866,8,0,0,0.4666666666666667,833.1395460657105,힐스테이트 황금역 리저브 1단지,APT,민영,대구,대구광역시 수성구 황금동 891-1번지 일원,152,2024-04-30,2024-05-10,2024-05-14,2024-05-10,2024-05-10,2024-05-21,분양주택,N,N,N,N,1.21,1.21,32.0,4.0,2024,4,0,0,0
0,2024000187,082.3725D,1,1,95300,1,3,0,3,1,2024000187,7,114.3646,8,0,0,0.4666666666666667,833.2998148028324,힐스테이트 황금역 리저브 1단지,APT,민영,대구,대구광역시 수성구 황금동 891-1번지 일원,152,2024-04-30,2024-05-10,2024-05-14,2024-05-10,2024-05-10,2024-05-21,분양주택,N,N,N,N,9.0,6.166666666666667,19.0,4.0,2024,4,0,0,0
0,2024000187,083.3299A,6,6,95900,6,4,0,11,2,2024000187,31,115.706,31,0,0,0.5,828.8247800459786,힐스테이트 황금역 리저브 1단지,APT,민영,대구,대구광역시 수성구 황금동 891-1번지 일원,152,2024-04-30,2024-05-10,2024-05-14,2024-05-10,2024-05-10,2024-05-21,분양주택,N,N,N,N,4.0,3.625,133.0,4.0,2024,4,0,0,0
0,2024000182,084.9844A,26,23,44750,26,1,0,47,7,2024000182,129,113.6403,134,0,0,0.49049429657794674,393.78635924051594,배방 필하우스 리버시티,APT,민영,충남,"충청남도 아산시 배방읍 북수리 1577,1578번지",1083,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-17,분양주택,N,N,N,N,2.12,2.12,671.0,4.0,2024,4,0,0,0
0,2024000182,084.7866B,41,36,45580,41,2,0,73,12,2024000182,203,113.4765,208,0,0,0.49391727493917276,401.6690680449256,배방 필하우스 리버시티,APT,민영,충남,"충청남도 아산시 배방읍 북수리 1577,1578번지",1083,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-17,분양주택,N,N,N,N,1.68,1.68,793.0,4.0,2024,4,0,0,0
0,2024000182,084.9821C,34,31,43420,34,3,0,62,10,2024000182,171,112.5153,176,0,0,0.49279538904899134,385.90307273766325,배방 필하우스 리버시티,APT,민영,충남,"충청남도 아산시 배방읍 북수리 1577,1578번지",1083,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-17,분양주택,N,N,N,N,216.0,163.0,201.0,4.0,2024,4,0,0,0
0,2024000182,104.3008 ,0,0,56610,5,4,0,0,1,2024000182,6,138.1796,53,0,0,0.1016949152542373,409.68420808860355,배방 필하우스 리버시티,APT,민영,충남,"충청남도 아산시 배방읍 북수리 1577,1578번지",1083,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-17,분양주택,N,N,N,N,17.42,17.42,1040.0,4.0,2024,4,0,0,0
0,2024000182,104.3008T,0,0,65160,0,5,0,0,0,2024000182,0,138.1796,3,0,0,0.0,471.56020136112716,배방 필하우스 리버시티,APT,민영,충남,"충청남도 아산시 배방읍 북수리 1577,1578번지",1083,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-17,분양주택,N,N,N,N,136.67,136.67,464.0,4.0,2024,4,0,0,0
0,2024000181,042.6248 ,1,1,44196,0,1,0,2,0,2024000181,4,58.6663,9,0,0,0.3076923076923077,753.3456175010185,라엘에스,APT,민영,울산,울산광역시 남구 신정동 901-3번지 일원,1073,2024-04-30,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,Y,N,N,2.0,2.0,23.0,4.0,2024,4,0,1,0
0,2024000181,059.9834A,27,24,62310,40,2,0,48,8,2024000181,147,80.3422,125,0,0,0.5404411764705882,775.5575525688865,라엘에스,APT,민영,울산,울산광역시 남구 신정동 901-3번지 일원,1073,2024-04-30,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,Y,N,N,5.49,5.49,825.0,4.0,2024,4,0,1,0
0,2024000181,073.8283A,9,8,76754,14,3,0,17,2,2024000181,50,98.1053,48,0,0,0.5102040816326531,782.3634400995664,라엘에스,APT,민영,울산,울산광역시 남구 신정동 901-3번지 일원,1073,2024-04-30,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,Y,N,N,12.46,12.46,625.0,4.0,2024,4,0,1,0
0,2024000181,073.8295B,13,12,75492,20,4,0,24,4,2024000181,73,98.4304,63,0,0,0.5367647058823529,766.9581755230091,라엘에스,APT,민영,울산,울산광역시 남구 신정동 901-3번지 일원,1073,2024-04-30,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,Y,N,N,2.98,2.98,442.0,4.0,2024,4,0,1,0
0,2024000181,084.9869A,0,0,82380,0,5,0,0,0,2024000181,0,112.7095,1,0,0,0.0,730.9055580940382,라엘에스,APT,민영,울산,울산광역시 남구 신정동 901-3번지 일원,1073,2024-04-30,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,Y,N,N,147.0,147.0,152.0,4.0,2024,4,0,1,0
0,2024000181,084.9475B,47,42,88587,71,6,0,85,14,2024000181,259,113.3235,216,0,0,0.5452631578947369,781.717825517214,라엘에스,APT,민영,울산,울산광역시 남구 신정동 901-3번지 일원,1073,2024-04-30,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,Y,N,N,3.83,3.83,1740.0,4.0,2024,4,0,1,0
0,2024000181,084.9700C,7,7,88799,11,7,0,14,2,2024000181,41,112.3111,37,0,0,0.5256410256410257,790.6520370649027,라엘에스,APT,민영,울산,울산광역시 남구 신정동 901-3번지 일원,1073,2024-04-30,2024-05-13,2024-05-16,2024-05-13,2024-05-13,2024-05-22,분양주택,N,Y,N,N,53.14,53.14,2042.0,4.0,2024,4,0,1,0
0,2024000179,084.9900A,19,18,42450,19,1,0,35,5,2024000179,96,107.5,98,0,0,0.4948453608247423,394.8837209302326,익산 부송 아이파크,APT,민영,전북,전북특별자치도 익산시 부송동 279번지 일원,511,2024-04-18,2024-04-30,2024-05-03,2024-04-30,2024-04-30,2024-05-10,분양주택,N,N,N,N,7.0,5.145,334.0,4.0,2024,4,0,0,0
0,2024000179,084.9700B,11,11,41860,11,2,0,22,3,2024000179,58,109.28,61,0,0,0.48739495798319327,383.0527086383602,익산 부송 아이파크,APT,민영,전북,전북특별자치도 익산시 부송동 279번지 일원,511,2024-04-18,2024-04-30,2024-05-03,2024-04-30,2024-04-30,2024-05-10,분양주택,N,N,N,N,100.0,96.5,22.0,4.0,2024,4,0,0,0
0,2024000179,104.3000 ,0,0,54100,15,3,0,0,4,2024000179,19,131.54,139,0,0,0.12025316455696203,411.2817393948609,익산 부송 아이파크,APT,민영,전북,전북특별자치도 익산시 부송동 279번지 일원,511,2024-04-18,2024-04-30,2024-05-03,2024-04-30,2024-04-30,2024-05-10,분양주택,N,N,N,N,1.05,1.05,219.0,4.0,2024,4,0,0,0
0,2024000179,123.2000 ,0,0,64500,4,4,0,0,1,2024000179,5,155.57,35,0,0,0.125,414.6043581667417,익산 부송 아이파크,APT,민영,전북,전북특별자치도 익산시 부송동 279번지 일원,511,2024-04-18,2024-04-30,2024-05-03,2024-04-30,2024-04-30,2024-05-10,분양주택,N,N,N,N,1.82,1.82,101.0,4.0,2024,4,0,0,0
0,2024000178,059.9704A,4,4,48780,7,1,0,8,1,2024000178,24,80.146,25,0,0,0.4897959183673469,608.6392333990467,울산 우정 한라비발디,APT,민영,울산,울산광역시 중구 우정동 274-85번지 일원,198,2024-05-24,2024-06-03,2024-06-05,2024-06-03,2024-06-03,2024-06-12,분양주택,N,N,N,N,39.0,37.75,10.0,4.0,2024,5,0,0,0
0,2024000178,059.9168B,1,1,49120,1,2,0,1,1,2024000178,5,80.8678,2,0,0,0.7142857142857143,607.4111080059059,울산 우정 한라비발디,APT,민영,울산,울산광역시 중구 우정동 274-85번지 일원,198,2024-05-24,2024-06-03,2024-06-05,2024-06-03,2024-06-03,2024-06-12,분양주택,N,N,N,N,2.0,1.5,4.0,4.0,2024,5,0,0,0
0,2024000178,084.8539A,8,7,67970,12,3,0,15,2,2024000178,44,110.4495,42,0,0,0.5116279069767442,615.3943657508635,울산 우정 한라비발디,APT,민영,울산,울산광역시 중구 우정동 274-85번지 일원,198,2024-05-24,2024-06-03,2024-06-05,2024-06-03,2024-06-03,2024-06-12,분양주택,N,N,N,N,72.0,69.75,15.0,4.0,2024,5,0,0,0
0,2024000178,084.8405B,3,3,67840,5,4,0,6,1,2024000178,18,111.4545,18,0,0,0.5,608.6788779277642,울산 우정 한라비발디,APT,민영,울산,울산광역시 중구 우정동 274-85번지 일원,198,2024-05-24,2024-06-03,2024-06-05,2024-06-03,2024-06-03,2024-06-12,분양주택,N,N,N,N,33.0,33.0,2.0,4.0,2024,5,0,0,0
0,2024000178,084.9000C,2,1,68170,3,5,0,3,1,2024000178,10,112.0021,10,0,0,0.5,608.6493021112997,울산 우정 한라비발디,APT,민영,울산,울산광역시 중구 우정동 274-85번지 일원,198,2024-05-24,2024-06-03,2024-06-05,2024-06-03,2024-06-03,2024-06-12,분양주택,N,N,N,N,16.0,15.0,5.0,4.0,2024,5,0,0,0
0,2024000177,084.9976A,59,54,45300,53,1,0,108,16,2024000177,290,111.2252,240,0,0,0.5471698113207547,407.28180304463376,평택 화양 동문 디 이스트,APT,민영,경기,경기도 평택시 화양지구 6-2BL(경기도 평택시 현덕면 운정리 150-1번지 일원),753,2024-04-25,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,N,N,N,524.0,518.25,15.0,4.0,2024,4,0,0,0
0,2024000177,084.9892B,16,14,45200,14,2,0,28,4,2024000177,76,111.2908,63,0,0,0.5467625899280576,406.14318524082853,평택 화양 동문 디 이스트,APT,민영,경기,경기도 평택시 화양지구 6-2BL(경기도 평택시 현덕면 운정리 150-1번지 일원),753,2024-04-25,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,N,N,N,132.0,126.75,10.0,4.0,2024,4,0,0,0
0,2024000177,107.9858 ,0,0,57100,8,3,0,0,4,2024000177,12,140.133,72,0,0,0.14285714285714285,407.47004631314536,평택 화양 동문 디 이스트,APT,민영,경기,경기도 평택시 화양지구 6-2BL(경기도 평택시 현덕면 운정리 150-1번지 일원),753,2024-04-25,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,N,N,N,84.0,82.0,4.0,4.0,2024,4,0,0,0
0,2024000176,084.6844A,51,98,46650,51,1,0,92,15,2024000176,307,108.9655,209,0,0,0.5949612403100775,428.1171563476513,오산역 금강펜테리움 센트럴파크(A8블록),APT,민영,경기,경기도 오산시 가수동 449번지(오산세교2지구 A8BL) ,730,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,Y,N,N,Y,24.5,13.089999999999998,2031.0,6.0,2024,4,1,0,0
0,2024000176,084.4783B,4,7,46560,4,2,0,7,1,2024000176,23,110.0397,17,0,0,0.575,423.12001941117614,오산역 금강펜테리움 센트럴파크(A8블록),APT,민영,경기,경기도 오산시 가수동 449번지(오산세교2지구 A8BL) ,730,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,Y,N,N,Y,15.5,8.913333333333334,160.0,6.0,2024,4,1,0,0
0,2024000176,084.7238C,8,14,46760,7,3,0,13,2,2024000176,44,110.2343,33,0,0,0.5714285714285714,424.1873899503149,오산역 금강펜테리움 센트럴파크(A8블록),APT,민영,경기,경기도 오산시 가수동 449번지(오산세교2지구 A8BL) ,730,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,Y,N,N,Y,71.86,40.59,550.0,6.0,2024,4,1,0,0
0,2024000176,084.5188D,10,18,46410,9,4,0,17,2,2024000176,56,108.3828,41,0,0,0.5773195876288659,428.2044752488402,오산역 금강펜테리움 센트럴파크(A8블록),APT,민영,경기,경기도 오산시 가수동 449번지(오산세교2지구 A8BL) ,730,2024-04-26,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,Y,N,N,Y,20.07,10.763333333333334,401.0,6.0,2024,4,1,0,0
0,2024000175,039.7300 ,0,0,34000,0,1,0,0,0,2024000175,0,52.9027,1,0,0,0.0,642.6893145340407,부천 원미 동문 디 이스트,APT,민영,경기,경기도 부천시 원미동 224번지 일원,38,2024-04-24,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,Y,N,N,1.0,1.0,5.0,4.0,2024,4,0,1,0
0,2024000175,051.5400 ,1,1,43200,0,2,0,1,0,2024000175,3,67.9494,5,0,0,0.375,635.7672032424127,부천 원미 동문 디 이스트,APT,민영,경기,경기도 부천시 원미동 224번지 일원,38,2024-04-24,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,Y,N,N,3.0,2.75,3.0,4.0,2024,4,0,1,0
0,2024000175,054.3400 ,0,0,47400,0,3,0,0,0,2024000175,0,71.7837,1,0,0,0.0,660.3170357616006,부천 원미 동문 디 이스트,APT,민영,경기,경기도 부천시 원미동 224번지 일원,38,2024-04-24,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,Y,N,N,1.0,1.0,0.0,4.0,2024,4,0,1,0
0,2024000175,059.5900A,1,1,50600,1,4,0,2,1,2024000175,6,78.088,6,0,0,0.5,647.9868865894888,부천 원미 동문 디 이스트,APT,민영,경기,경기도 부천시 원미동 224번지 일원,38,2024-04-24,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,Y,N,N,3.0,2.165,11.0,4.0,2024,4,0,1,0
0,2024000175,059.9500B,0,0,52000,0,5,0,0,0,2024000175,0,78.7045,1,0,0,0.0,660.6991976316475,부천 원미 동문 디 이스트,APT,민영,경기,경기도 부천시 원미동 224번지 일원,38,2024-04-24,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,Y,N,N,1.0,1.0,2.0,4.0,2024,4,0,1,0
0,2024000175,059.9700C,1,1,49900,1,6,0,1,0,2024000175,4,78.5187,4,0,0,0.5,635.517399039974,부천 원미 동문 디 이스트,APT,민영,경기,경기도 부천시 원미동 224번지 일원,38,2024-04-24,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,Y,N,N,4.0,3.25,1.0,4.0,2024,4,0,1,0
0,2024000175,060.3400 ,0,0,53800,0,7,0,0,0,2024000175,0,80.6372,2,0,0,0.0,667.1858645885521,부천 원미 동문 디 이스트,APT,민영,경기,경기도 부천시 원미동 224번지 일원,38,2024-04-24,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,Y,N,N,2.0,2.0,0.0,4.0,2024,4,0,1,0
0,2024000175,061.1500 ,0,0,53900,1,8,0,1,0,2024000175,2,81.4392,3,0,0,0.4,661.8434365759978,부천 원미 동문 디 이스트,APT,민영,경기,경기도 부천시 원미동 224번지 일원,38,2024-04-24,2024-05-07,2024-05-09,2024-05-07,2024-05-07,2024-05-16,분양주택,N,Y,N,N,4.0,1.75,4.0,4.0,2024,4,0,1,0
0,2024000174,084.9500D,0,0,195638,0,1,0,0,0,2024000174,0,111.792,1,0,0,0.0,1750.0178903678259,래미안 원베일리(조합원 취소분),APT,민영,서울,서울특별시 서초구 반포동 1-1번지 일원,1,2024-05-10,2024-05-20,2024-05-22,,,2024-05-28,분양주택,Y,Y,N,N,35076.0,35076.0,35076.0,4.0,2024,5,1,1,0
0,2024000173,037.7425 ,0,0,37280,0,1,0,0,0,2024000173,0,61.6214,2,0,0,0.0,604.9846319622728,e편한세상 부평 그랑힐스(보류지),APT,민영,인천,인천광역시 부평구 청천동 36-3번지 일원 (청천2구역 주택재개발정비사업),44,2024-04-19,2024-04-24,2024-04-25,,,2024-05-03,분양주택,N,Y,N,N,2.5,2.5,14.0,4.0,2024,4,0,1,0
0,2024000173,059.8924A,0,0,50380,0,2,0,0,0,2024000173,0,83.28,19,0,0,0.0,604.9471661863593,e편한세상 부평 그랑힐스(보류지),APT,민영,인천,인천광역시 부평구 청천동 36-3번지 일원 (청천2구역 주택재개발정비사업),44,2024-04-19,2024-04-24,2024-04-25,,,2024-05-03,분양주택,N,Y,N,N,6.0,4.415,48.0,4.0,2024,4,0,1,0
0,2024000173,059.8924B,0,0,50380,0,3,0,0,0,2024000173,0,83.28,8,0,0,0.0,604.9471661863593,e편한세상 부평 그랑힐스(보류지),APT,민영,인천,인천광역시 부평구 청천동 36-3번지 일원 (청천2구역 주택재개발정비사업),44,2024-04-19,2024-04-24,2024-04-25,,,2024-05-03,분양주택,N,Y,N,N,1.38,1.38,17.0,4.0,2024,4,0,1,0
0,2024000173,059.5839C,0,0,51840,0,4,0,0,0,2024000173,0,85.694,5,0,0,0.0,604.9431698835391,e편한세상 부평 그랑힐스(보류지),APT,민영,인천,인천광역시 부평구 청천동 36-3번지 일원 (청천2구역 주택재개발정비사업),44,2024-04-19,2024-04-24,2024-04-25,,,2024-05-03,분양주택,N,Y,N,N,3.0,2.0,10.0,4.0,2024,4,0,1,0
0,2024000173,067.8698A,0,0,56200,0,5,0,0,0,2024000173,0,92.895,4,0,0,0.0,604.9841218580118,e편한세상 부평 그랑힐스(보류지),APT,민영,인천,인천광역시 부평구 청천동 36-3번지 일원 (청천2구역 주택재개발정비사업),44,2024-04-19,2024-04-24,2024-04-25,,,2024-05-03,분양주택,N,Y,N,N,2.75,2.75,45.0,4.0,2024,4,0,1,0
0,2024000173,084.5725A,0,0,66950,0,6,0,0,0,2024000173,0,110.6708,2,0,0,0.0,604.9472851013999,e편한세상 부평 그랑힐스(보류지),APT,민영,인천,인천광역시 부평구 청천동 36-3번지 일원 (청천2구역 주택재개발정비사업),44,2024-04-19,2024-04-24,2024-04-25,,,2024-05-03,분양주택,N,Y,N,N,6.5,6.5,21.0,4.0,2024,4,0,1,0
0,2024000173,084.5725B,0,0,66950,0,7,0,0,0,2024000173,0,110.6708,4,0,0,0.0,604.9472851013999,e편한세상 부평 그랑힐스(보류지),APT,민영,인천,인천광역시 부평구 청천동 36-3번지 일원 (청천2구역 주택재개발정비사업),44,2024-04-19,2024-04-24,2024-04-25,,,2024-05-03,분양주택,N,Y,N,N,4.0,4.0,31.0,4.0,2024,4,0,1,0
0,2024000172,075.8425C,0,1,27350,1,1,0,3,0,2024000172,5,98.9141,10,0,0,0.3333333333333333,276.50254109373685,대덕읍 더포레스트 에코파크,APT,민영,전남,전라남도 장흥군 대덕읍 연정리 1348번지(대대로 958),45,2024-04-09,2024-04-19,2024-04-23,2024-04-19,2024-04-19,2024-04-29,분양주택,N,N,N,N,15.0,14.25,1.0,4.0,2024,4,0,0,0
0,2024000172,084.9631A,0,1,30950,2,2,0,3,0,2024000172,6,110.6261,9,0,0,0.4,279.77122939342524,대덕읍 더포레스트 에코파크,APT,민영,전남,전라남도 장흥군 대덕읍 연정리 1348번지(대대로 958),45,2024-04-09,2024-04-19,2024-04-23,2024-04-19,2024-04-19,2024-04-29,분양주택,N,N,N,N,15.0,14.5,1.0,4.0,2024,4,0,0,0
0,2024000172,084.9858B,0,1,30750,1,3,0,2,1,2024000172,5,110.1024,10,0,0,0.3333333333333333,279.28546516697185,대덕읍 더포레스트 에코파크,APT,민영,전남,전라남도 장흥군 대덕읍 연정리 1348번지(대대로 958),45,2024-04-09,2024-04-19,2024-04-23,2024-04-19,2024-04-19,2024-04-29,분양주택,N,N,N,N,15.0,15.0,0.0,4.0,2024,4,0,0,0
0,2024000171,052.9484 ,9,8,39662,9,1,0,15,3,2024000171,44,73.509,39,0,0,0.5301204819277109,539.5529799072223,문화자이SKVIEW,APT,민영,대전,대전광역시 중구 문화동 435-42번지 일원,1207,2024-04-18,2024-04-29,2024-05-02,2024-04-29,2024-04-29,2024-05-09,분양주택,N,Y,N,N,61.0,54.5,26.0,4.0,2024,4,0,1,0
