CMPET_RATE,HOUSE_MANAGE_NO,HOUSE_TY,MODEL_NO,PBLANC_NO,REQ_CNT,RESIDE_SECD,RESIDE_SENM,SUBSCRPT_RANK_CODE,SUPLY_HSHLDCO
-,2022000309,084.8908A,03,2022000309,0,02,기타지역,1,2
-,2022000309,084.8908A,03,2022000309,0,01,해당지역,2,2
-,2022000309,084.8908A,03,2022000309,0,02,기타지역,2,2
124.16,2022000309,084.8978B,04,2022000309,2359,01,해당지역,1,19
-,2022000309,084.8978B,04,2022000309,0,02,기타지역,1,19
-,2022000309,084.8978B,04,2022000309,0,01,해당지역,2,19
-,2022000309,084.8978B,04,2022000309,0,02,기타지역,2,19
68.47,2022000309,084.9102C,05,2022000309,1301,01,해당지역,1,19
-,2022000309,084.9102C,05,2022000309,0,02,기타지역,1,19
-,2022000309,084.9102C,05,2022000309,0,01,해당지역,2,19
-,2022000309,084.9102C,05,2022000309,0,02,기타지역,2,19
(△100),2022000305,061.0346 ,01,2022000305,26,01,해당지역,1,126
(△95),2022000305,061.0346 ,01,2022000305,5,02,기타지역,1,126
(△68),2022000305,061.0346 ,01,2022000305,27,01,해당지역,2,126
(△60),2022000305,061.0346 ,01,2022000305,8,02,기타지역,2,126
(△7),2022000305,066.9397 ,02,2022000305,8,01,해당지역,1,15
(△6),2022000305,066.9397 ,02,2022000305,1,02,기타지역,1,15
3.17,2022000305,066.9397 ,02,2022000305,19,01,해당지역,2,15
-,2022000305,066.9397 ,02,2022000305,5,02,기타지역,2,15
2.76,2022000305,084.9298 ,03,2022000305,69,01,해당지역,1,25
-,2022000305,084.9298 ,03,2022000305,12,02,기타지역,1,25
-,2022000305,084.9298 ,03,2022000305,49,01,해당지역,2,25
-,2022000305,084.9298 ,03,2022000305,25,02,기타지역,2,25
7.88,2022000304,071.6421B,01,2022000304,63,01,해당지역,1,8
-,2022000304,071.6421B,01,2022000304,0,02,기타지역,1,8
-,2022000304,071.6421B,01,2022000304,0,01,해당지역,2,8
-,2022000304,071.6421B,01,2022000304,0,02,기타지역,2,8
12.00,2022000304,074.9423A,02,2022000304,168,01,해당지역,1,14
-,2022000304,074.9423A,02,2022000304,0,02,기타지역,1,14
-,2022000304,074.9423A,02,2022000304,0,01,해당지역,2,14
-,2022000304,074.9423A,02,2022000304,0,02,기타지역,2,14
5.00,2022000304,074.9945C,03,2022000304,40,01,해당지역,1,8
-,2022000304,074.9945C,03,2022000304,0,02,기타지역,1,8
-,2022000304,074.9945C,03,2022000304,0,01,해당지역,2,8
-,2022000304,074.9945C,03,2022000304,0,02,기타지역,2,8
3.44,2022000304,074.9928D,04,2022000304,55,01,해당지역,1,16
-,2022000304,074.9928D,04,2022000304,395,02,기타지역,1,16
-,2022000304,074.9928D,04,2022000304,0,01,해당지역,2,16
-,2022000304,074.9928D,04,2022000304,0,02,기타지역,2,16
2.93,2022000304,074.8978E,05,2022000304,41,01,해당지역,1,14
-,2022000304,074.8978E,05,2022000304,190,02,기타지역,1,14
-,2022000304,074.8978E,05,2022000304,0,01,해당지역,2,14
-,2022000304,074.8978E,05,2022000304,0,02,기타지역,2,14
2.33,2022000304,074.8978W,06,2022000304,35,01,해당지역,1,15
-,2022000304,074.8978W,06,2022000304,149,02,기타지역,1,15
-,2022000304,074.8978W,06,2022000304,0,01,해당지역,2,15
-,2022000304,074.8978W,06,2022000304,0,02,기타지역,2,15
125.50,2022000301,084.4666A,01,2022000301,1506,01,해당지역,1,12
-,2022000301,084.4666A,01,2022000301,87,02,기타지역,1,12
-,2022000301,084.4666A,01,2022000301,0,01,해당지역,2,12
-,2022000301,084.4666A,01,2022000301,0,02,기타지역,2,12
40.42,2022000301,084.2149B,02,2022000301,485,01,해당지역,1,12
-,2022000301,084.2149B,02,2022000301,34,02,기타지역,1,12
-,2022000301,084.2149B,02,2022000301,0,01,해당지역,2,12
-,2022000301,084.2149B,02,2022000301,0,02,기타지역,2,12
28.18,2022000301,122.0903 ,03,2022000301,479,01,해당지역,1,17
-,2022000301,122.0903 ,03,2022000301,19,02,기타지역,1,17
-,2022000301,122.0903 ,03,2022000301,0,01,해당지역,2,17
-,2022000301,122.0903 ,03,2022000301,0,02,기타지역,2,17
18.08,2022000301,140.4553 ,04,2022000301,452,01,해당지역,1,25
-,2022000301,140.4553 ,04,2022000301,13,02,기타지역,1,25
-,2022000301,140.4553 ,04,2022000301,0,01,해당지역,2,25
-,2022000301,140.4553 ,04,2022000301,0,02,기타지역,2,25
130.25,2022000299,059.9191C,01,2022000299,1042,01,해당지역,1,8
-,2022000299,059.9191C,01,2022000299,0,02,기타지역,1,8
-,2022000299,059.9191C,01,2022000299,0,01,해당지역,2,8
-,2022000299,059.9191C,01,2022000299,0,02,기타지역,2,8
7.23,2022000299,103.7241 ,02,2022000299,1070,01,해당지역,1,148
-,2022000299,103.7241 ,02,2022000299,0,02,기타지역,1,148
-,2022000299,103.7241 ,02,2022000299,0,01,해당지역,2,148
-,2022000299,103.7241 ,02,2022000299,0,02,기타지역,2,148
(△3),2022000297,084.9786A,01,2022000297,196,01,해당지역,1,199
30.67,2022000297,084.9786A,01,2022000297,92,02,기타지역,1,199
-,2022000297,084.9786A,01,2022000297,0,01,해당지역,2,199
-,2022000297,084.9786A,01,2022000297,0,02,기타지역,2,199
(△149),2022000297,084.9858B,02,2022000297,42,01,해당지역,1,191
(△127),2022000297,084.9858B,02,2022000297,22,02,기타지역,1,191
(△7),2022000297,084.9858B,02,2022000297,120,01,해당지역,2,191
7.43,2022000297,084.9858B,02,2022000297,52,02,기타지역,2,191
1.42,2022000297,113.9787 ,03,2022000297,109,01,해당지역,1,77
-,2022000297,113.9787 ,03,2022000297,36,02,기타지역,1,77
-,2022000297,113.9787 ,03,2022000297,0,01,해당지역,2,77
-,2022000297,113.9787 ,03,2022000297,0,02,기타지역,2,77
8.91,2022000296,084.9828 ,01,2022000296,1880,01,해당지역,1,211
-,2022000296,084.9828 ,01,2022000296,0,02,기타지역,1,211
-,2022000296,084.9828 ,01,2022000296,0,01,해당지역,2,211
-,2022000296,084.9828 ,01,2022000296,0,02,기타지역,2,211
7.50,2022000296,123.4417 ,02,2022000296,833,01,해당지역,1,111
-,2022000296,123.4417 ,02,2022000296,0,02,기타지역,1,111
-,2022000296,123.4417 ,02,2022000296,0,01,해당지역,2,111
-,2022000296,123.4417 ,02,2022000296,0,02,기타지역,2,111
4.33,2022000296,156.1359 ,03,2022000296,173,01,해당지역,1,40
-,2022000296,156.1359 ,03,2022000296,0,02,기타지역,1,40
-,2022000296,156.1359 ,03,2022000296,0,01,해당지역,2,40
-,2022000296,156.1359 ,03,2022000296,0,02,기타지역,2,40
5.33,2022000296,165.5586P,04,2022000296,32,01,해당지역,1,6
-,2022000296,165.5586P,04,2022000296,0,02,기타지역,1,6
-,2022000296,165.5586P,04,2022000296,0,01,해당지역,2,6
-,2022000296,165.5586P,04,2022000296,0,02,기타지역,2,6
7.50,2022000296,222.9883P,05,2022000296,15,01,해당지역,1,2
-,2022000296,222.9883P,05,2022000296,0,02,기타지역,1,2
-,2022000296,222.9883P,05,2022000296,0,01,해당지역,2,2
-,2022000296,222.9883P,05,2022000296,0,02,기타지역,2,2
1.00,2022000296,264.0051P,06,2022000296,1,01,해당지역,1,1
-,2022000296,264.0051P,06,2022000296,10,02,기타지역,1,1
-,2022000296,264.0051P,06,2022000296,0,01,해당지역,2,1
-,2022000296,264.0051P,06,2022000296,0,02,기타지역,2,1
7.29,2022000295,084.9828 ,01,2022000295,2706,01,해당지역,1,371
-,2022000295,084.9828 ,01,2022000295,0,02,기타지역,1,371
-,2022000295,084.9828 ,01,2022000295,0,01,해당지역,2,371
-,2022000295,084.9828 ,01,2022000295,0,02,기타지역,2,371
4.56,2022000295,123.4417 ,02,2022000295,1149,01,해당지역,1,252
-,2022000295,123.4417 ,02,2022000295,0,02,기타지역,1,252
-,2022000295,123.4417 ,02,2022000295,0,01,해당지역,2,252
-,2022000295,123.4417 ,02,2022000295,0,02,기타지역,2,252
3.00,2022000295,156.1359 ,03,2022000295,222,01,해당지역,1,74
-,2022000295,156.1359 ,03,2022000295,150,02,기타지역,1,74
-,2022000295,156.1359 ,03,2022000295,0,01,해당지역,2,74
-,2022000295,156.1359 ,03,2022000295,0,02,기타지역,2,74
4.80,2022000295,165.5586P,04,2022000295,48,01,해당지역,1,10
-,2022000295,165.5586P,04,2022000295,0,02,기타지역,1,10
-,2022000295,165.5586P,04,2022000295,0,01,해당지역,2,10
-,2022000295,165.5586P,04,2022000295,0,02,기타지역,2,10
2.00,2022000295,222.9883P,05,2022000295,12,01,해당지역,1,6
-,2022000295,222.9883P,05,2022000295,9,02,기타지역,1,6
-,2022000295,222.9883P,05,2022000295,148,01,해당지역,2,6
-,2022000295,222.9883P,05,2022000295,61,02,기타지역,2,6
3.50,2022000295,264.0051P,06,2022000295,7,01,해당지역,1,2
-,2022000295,264.0051P,06,2022000295,3,02,기타지역,1,2
-,2022000295,264.0051P,06,2022000295,0,01,해당지역,2,2
-,2022000295,264.0051P,06,2022000295,0,02,기타지역,2,2
(△43),2022000291,076.8336 ,01,2022000291,36,01,해당지역,1,79
(△36),2022000291,076.8336 ,01,2022000291,7,02,기타지역,1,79
(△16),2022000291,076.8336 ,01,2022000291,20,01,해당지역,2,79
(△12),2022000291,076.8336 ,01,2022000291,4,02,기타지역,2,79
(△13),2022000291,084.8401 ,02,2022000291,62,01,해당지역,1,75
1.15,2022000291,084.8401 ,02,2022000291,15,02,기타지역,1,75
-,2022000291,084.8401 ,02,2022000291,21,01,해당지역,2,75
-,2022000291,084.8401 ,02,2022000291,9,02,기타지역,2,75
(△18),2022000287,074.9485 ,01,2022000287,0,01,해당지역,1,18
(△17),2022000287,074.9485 ,01,2022000287,1,02,기타지역,1,18
(△17),2022000287,074.9485 ,01,2022000287,0,01,해당지역,2,18
(△17),2022000287,074.9485 ,01,2022000287,0,02,기타지역,2,18
(△44),2022000287,077.0157 ,02,2022000287,0,01,해당지역,1,44
(△44),2022000287,077.0157 ,02,2022000287,0,02,기타지역,1,44
(△41),2022000287,077.0157 ,02,2022000287,3,01,해당지역,2,44
(△41),2022000287,077.0157 ,02,2022000287,0,02,기타지역,2,44
(△140),2022000287,084.4174A,03,2022000287,3,01,해당지역,1,143
(△140),2022000287,084.4174A,03,2022000287,0,02,기타지역,1,143
(△137),2022000287,084.4174A,03,2022000287,3,01,해당지역,2,143
(△137),2022000287,084.4174A,03,2022000287,0,02,기타지역,2,143
(△187),2022000287,084.9610B,04,2022000287,5,01,해당지역,1,192
(△185),2022000287,084.9610B,04,2022000287,2,02,기타지역,1,192
(△179),2022000287,084.9610B,04,2022000287,6,01,해당지역,2,192
(△177),2022000287,084.9610B,04,2022000287,2,02,기타지역,2,192
(△130),2022000287,084.8995C,05,2022000287,0,01,해당지역,1,130
(△130),2022000287,084.8995C,05,2022000287,0,02,기타지역,1,130
(△130),2022000287,084.8995C,05,2022000287,0,01,해당지역,2,130
(△128),2022000287,084.8995C,05,2022000287,2,02,기타지역,2,130
(△15),2022000287,084.9594D,06,2022000287,0,01,해당지역,1,15
(△15),2022000287,084.9594D,06,2022000287,0,02,기타지역,1,15
(△12),2022000287,084.9594D,06,2022000287,3,01,해당지역,2,15
(△12),2022000287,084.9594D,06,2022000287,0,02,기타지역,2,15
(△46),2022000287,096.2524 ,07,2022000287,2,01,해당지역,1,48
(△45),2022000287,096.2524 ,07,2022000287,1,02,기타지역,1,48
(△44),2022000287,096.2524 ,07,2022000287,1,01,해당지역,2,48
(△43),2022000287,096.2524 ,07,2022000287,1,02,기타지역,2,48
(△9),2022000287,100.1967 ,08,2022000287,1,01,해당지역,1,10
(△9),2022000287,100.1967 ,08,2022000287,0,02,기타지역,1,10
(△9),2022000287,100.1967 ,08,2022000287,0,01,해당지역,2,10
(△8),2022000287,100.1967 ,08,2022000287,1,02,기타지역,2,10
(△7),2022000287,101.8056 ,09,2022000287,0,01,해당지역,1,7
(△7),2022000287,101.8056 ,09,2022000287,0,02,기타지역,1,7
(△6),2022000287,101.8056 ,09,2022000287,1,01,해당지역,2,7
(△6),2022000287,101.8056 ,09,2022000287,0,02,기타지역,2,7
(△34),2022000287,110.8207 ,10,2022000287,2,01,해당지역,1,36
(△34),2022000287,110.8207 ,10,2022000287,0,02,기타지역,1,36
(△32),2022000287,110.8207 ,10,2022000287,2,01,해당지역,2,36
(△32),2022000287,110.8207 ,10,2022000287,0,02,기타지역,2,36
(△1),2022000287,112.9143B,11,2022000287,0,01,해당지역,1,1
(△1),2022000287,112.9143B,11,2022000287,0,02,기타지역,1,1
(△1),2022000287,112.9143B,11,2022000287,0,01,해당지역,2,1
(△1),2022000287,112.9143B,11,2022000287,0,02,기타지역,2,1
(△2),2022000287,112.6000C,12,2022000287,3,01,해당지역,1,5
(△2),2022000287,112.6000C,12,2022000287,0,02,기타지역,1,5
1.00,2022000287,112.6000C,12,2022000287,2,01,해당지역,2,5
-,2022000287,112.6000C,12,2022000287,0,02,기타지역,2,5
(△26),2022000287,114.9601 ,13,2022000287,1,01,해당지역,1,27
(△26),2022000287,114.9601 ,13,2022000287,0,02,기타지역,1,27
(△24),2022000287,114.9601 ,13,2022000287,2,01,해당지역,2,27
(△23),2022000287,114.9601 ,13,2022000287,1,02,기타지역,2,27
(△11),2022000287,130.4967 ,14,2022000287,2,01,해당지역,1,13
(△11),2022000287,130.4967 ,14,2022000287,0,02,기타지역,1,13
(△11),2022000287,130.4967 ,14,2022000287,0,01,해당지역,2,13
(△10),2022000287,130.4967 ,14,2022000287,1,02,기타지역,2,13
(△1),2022000287,142.9195B,15,2022000287,0,01,해당지역,1,1
(△1),2022000287,142.9195B,15,2022000287,0,02,기타지역,1,1
(△1),2022000287,142.9195B,15,2022000287,0,01,해당지역,2,1
(△1),2022000287,142.9195B,15,2022000287,0,02,기타지역,2,1
(△4),2022000287,142.5867C,16,2022000287,2,01,해당지역,1,6
(△4),2022000287,142.5867C,16,2022000287,0,02,기타지역,1,6
(△3),2022000287,142.5867C,16,2022000287,1,01,해당지역,2,6
(△3),2022000287,142.5867C,16,2022000287,0,02,기타지역,2,6
(△17),2022000287,155.7857 ,17,2022000287,0,01,해당지역,1,17
(△17),2022000287,155.7857 ,17,2022000287,0,02,기타지역,1,17
(△17),2022000287,155.7857 ,17,2022000287,0,01,해당지역,2,17
(△17),2022000287,155.7857 ,17,2022000287,0,02,기타지역,2,17
(△15),2022000287,157.9370 ,18,2022000287,0,01,해당지역,1,15
(△15),2022000287,157.9370 ,18,2022000287,0,02,기타지역,1,15
(△15),2022000287,157.9370 ,18,2022000287,0,01,해당지역,2,15
(△15),2022000287,157.9370 ,18,2022000287,0,02,기타지역,2,15
(△17),2022000287,160.6910 ,19,2022000287,1,01,해당지역,1,18
(△17),2022000287,160.6910 ,19,2022000287,0,02,기타지역,1,18
(△17),2022000287,160.6910 ,19,2022000287,0,01,해당지역,2,18
(△17),2022000287,160.6910 ,19,2022000287,0,02,기타지역,2,18
(△1),2022000287,188.0502 ,20,2022000287,0,01,해당지역,1,1
(△1),2022000287,188.0502 ,20,2022000287,0,02,기타지역,1,1
1.00,2022000287,188.0502 ,20,2022000287,1,01,해당지역,2,1
-,2022000287,188.0502 ,20,2022000287,0,02,기타지역,2,1
(△1),2022000287,206.3799 ,21,2022000287,0,01,해당지역,1,1
(△1),2022000287,206.3799 ,21,2022000287,0,02,기타지역,1,1
(△1),2022000287,206.3799 ,21,2022000287,0,01,해당지역,2,1
(△1),2022000287,206.3799 ,21,2022000287,0,02,기타지역,2,1
2.00,2022000286,035.9402A,01,2022000286,4,01,해당지역,1,2
-,2022000286,035.9402A,01,2022000286,9,02,기타지역,1,2
-,2022000286,035.9402A,01,2022000286,0,01,해당지역,2,2
-,2022000286,035.9402A,01,2022000286,0,02,기타지역,2,2
3.50,2022000286,035.1390B,02,2022000286,14,01,해당지역,1,4
-,2022000286,035.1390B,02,2022000286,8,02,기타지역,1,4
-,2022000286,035.1390B,02,2022000286,0,01,해당지역,2,4
-,2022000286,035.1390B,02,2022000286,0,02,기타지역,2,4
(△1),2022000286,046.8655 ,03,2022000286,0,01,해당지역,1,1
6.00,2022000286,046.8655 ,03,2022000286,6,02,기타지역,1,1
-,2022000286,046.8655 ,03,2022000286,0,01,해당지역,2,1
-,2022000286,046.8655 ,03,2022000286,0,02,기타지역,2,1
(△2),2022000286,048.3824 ,04,2022000286,6,01,해당지역,1,8
6.50,2022000286,048.3824 ,04,2022000286,13,02,기타지역,1,8
-,2022000286,048.3824 ,04,2022000286,12,01,해당지역,2,8
-,2022000286,048.3824 ,04,2022000286,26,02,기타지역,2,8
(△1),2022000286,050.1828 ,05,2022000286,1,01,해당지역,1,2
4.00,2022000286,050.1828 ,05,2022000286,4,02,기타지역,1,2
-,2022000286,050.1828 ,05,2022000286,1,01,해당지역,2,2
-,2022000286,050.1828 ,05,2022000286,9,02,기타지역,2,2
3.00,2022000286,051.7184A,06,2022000286,3,01,해당지역,1,1
-,2022000286,051.7184A,06,2022000286,4,02,기타지역,1,1
-,2022000286,051.7184A,06,2022000286,0,01,해당지역,2,1
-,2022000286,051.7184A,06,2022000286,0,02,기타지역,2,1
(△4),2022000286,051.5067B,07,2022000286,1,01,해당지역,1,5
1.25,2022000286,051.5067B,07,2022000286,5,02,기타지역,1,5
-,2022000286,051.5067B,07,2022000286,2,01,해당지역,2,5
-,2022000286,051.5067B,07,2022000286,12,02,기타지역,2,5
(△2),2022000286,051.5526C,08,2022000286,7,01,해당지역,1,9
4.00,2022000286,051.5526C,08,2022000286,8,02,기타지역,1,9
-,2022000286,051.5526C,08,2022000286,1,01,해당지역,2,9
-,2022000286,051.5526C,08,2022000286,7,02,기타지역,2,9
1.00,2022000286,052.9863 ,09,2022000286,1,01,해당지역,1,1
-,2022000286,052.9863 ,09,2022000286,0,02,기타지역,1,1
-,2022000286,052.9863 ,09,2022000286,1,01,해당지역,2,1
-,2022000286,052.9863 ,09,2022000286,7,02,기타지역,2,1
(△3),2022000286,054.1179 ,10,2022000286,1,01,해당지역,1,4
(△2),2022000286,054.1179 ,10,2022000286,1,02,기타지역,1,4
7.00,2022000286,054.1179 ,10,2022000286,14,01,해당지역,2,4
-,2022000286,054.1179 ,10,2022000286,48,02,기타지역,2,4
(△3),2022000286,055.7880A,11,2022000286,0,01,해당지역,1,3
4.33,2022000286,055.7880A,11,2022000286,13,02,기타지역,1,3
-,2022000286,055.7880A,11,2022000286,0,01,해당지역,2,3
-,2022000286,055.7880A,11,2022000286,0,02,기타지역,2,3
1.00,2022000286,055.5117B,12,2022000286,2,01,해당지역,1,2
-,2022000286,055.5117B,12,2022000286,12,02,기타지역,1,2
-,2022000286,055.5117B,12,2022000286,0,01,해당지역,2,2
-,2022000286,055.5117B,12,2022000286,0,02,기타지역,2,2
1.00,2022000286,056.9430 ,13,2022000286,1,01,해당지역,1,1
-,2022000286,056.9430 ,13,2022000286,22,02,기타지역,1,1
-,2022000286,056.9430 ,13,2022000286,0,01,해당지역,2,1
-,2022000286,056.9430 ,13,2022000286,0,02,기타지역,2,1
5.00,2022000286,060.9555A,14,2022000286,5,01,해당지역,1,1
-,2022000286,060.9555A,14,2022000286,0,02,기타지역,1,1
-,2022000286,060.9555A,14,2022000286,0,01,해당지역,2,1
-,2022000286,060.9555A,14,2022000286,0,02,기타지역,2,1
4.33,2022000286,060.2749B,15,2022000286,13,01,해당지역,1,3
-,2022000286,060.2749B,15,2022000286,0,02,기타지역,1,3
-,2022000286,060.2749B,15,2022000286,0,01,해당지역,2,3
-,2022000286,060.2749B,15,2022000286,0,02,기타지역,2,3
2.00,2022000285,049.9929B,01,2022000285,12,01,해당지역,1,6
-,2022000285,049.9929B,01,2022000285,36,02,기타지역,1,6
-,2022000285,049.9929B,01,2022000285,0,01,해당지역,2,6
-,2022000285,049.9929B,01,2022000285,0,02,기타지역,2,6
8.13,2022000285,059.7592A,02,2022000285,122,01,해당지역,1,15
-,2022000285,059.7592A,02,2022000285,0,02,기타지역,1,15
-,2022000285,059.7592A,02,2022000285,0,01,해당지역,2,15
-,2022000285,059.7592A,02,2022000285,0,02,기타지역,2,15
4.50,2022000285,059.9022B,03,2022000285,27,01,해당지역,1,6
-,2022000285,059.9022B,03,2022000285,0,02,기타지역,1,6
-,2022000285,059.9022B,03,2022000285,0,01,해당지역,2,6
-,2022000285,059.9022B,03,2022000285,0,02,기타지역,2,6
8.25,2022000285,059.6159C,04,2022000285,99,01,해당지역,1,12
-,2022000285,059.6159C,04,2022000285,0,02,기타지역,1,12
-,2022000285,059.6159C,04,2022000285,0,01,해당지역,2,12
-,2022000285,059.6159C,04,2022000285,0,02,기타지역,2,12
48.00,2022000285,097.8993A,05,2022000285,48,01,해당지역,1,1
-,2022000285,097.8993A,05,2022000285,0,02,기타지역,1,1
-,2022000285,097.8993A,05,2022000285,0,01,해당지역,2,1
-,2022000285,097.8993A,05,2022000285,0,02,기타지역,2,1
3.95,2022000275,101.9948A,01,2022000275,261,01,해당지역,1,66
-,2022000275,101.9948A,01,2022000275,56,02,기타지역,1,66
-,2022000275,101.9948A,01,2022000275,0,01,해당지역,2,66
-,2022000275,101.9948A,01,2022000275,0,02,기타지역,2,66
1.23,2022000275,101.9680B,02,2022000275,53,01,해당지역,1,43
-,2022000275,101.9680B,02,2022000275,15,02,기타지역,1,43
-,2022000275,101.9680B,02,2022000275,148,01,해당지역,2,43
-,2022000275,101.9680B,02,2022000275,31,02,기타지역,2,43
(△19),2022000275,125.6847A,03,2022000275,112,01,해당지역,1,131
1.00,2022000275,125.6847A,03,2022000275,19,02,기타지역,1,131
-,2022000275,125.6847A,03,2022000275,70,01,해당지역,2,131
-,2022000275,125.6847A,03,2022000275,15,02,기타지역,2,131
(△76),2022000275,125.8847B,04,2022000275,16,01,해당지역,1,92
(△72),2022000275,125.8847B,04,2022000275,4,02,기타지역,1,92
(△50),2022000275,125.8847B,04,2022000275,22,01,해당지역,2,92
(△44),2022000275,125.8847B,04,2022000275,6,02,기타지역,2,92
12.31,2022000274,067.4148 ,01,2022000274,603,01,해당지역,1,49
-,2022000274,067.4148 ,01,2022000274,103,02,기타지역,1,49
-,2022000274,067.4148 ,01,2022000274,0,01,해당지역,2,49
-,2022000274,067.4148 ,01,2022000274,0,02,기타지역,2,49
35.24,2022000274,084.9895A,02,2022000274,3172,01,해당지역,1,90
-,2022000274,084.9895A,02,2022000274,316,02,기타지역,1,90
-,2022000274,084.9895A,02,2022000274,0,01,해당지역,2,90
-,2022000274,084.9895A,02,2022000274,0,02,기타지역,2,90
34.94,2022000274,084.9814B,03,2022000274,594,01,해당지역,1,17
-,2022000274,084.9814B,03,2022000274,56,02,기타지역,1,17
-,2022000274,084.9814B,03,2022000274,0,01,해당지역,2,17
-,2022000274,084.9814B,03,2022000274,0,02,기타지역,2,17
15.98,2022000274,084.9106C,04,2022000274,911,01,해당지역,1,57
-,2022000274,084.9106C,04,2022000274,115,02,기타지역,1,57
-,2022000274,084.9106C,04,2022000274,0,01,해당지역,2,57
-,2022000274,084.9106C,04,2022000274,0,02,기타지역,2,57
15.82,2022000274,102.9003 ,05,2022000274,617,01,해당지역,1,39
-,2022000274,102.9003 ,05,2022000274,74,02,기타지역,1,39
-,2022000274,102.9003 ,05,2022000274,0,01,해당지역,2,39
-,2022000274,102.9003 ,05,2022000274,0,02,기타지역,2,39
491.00,2022000274,125.5925 ,06,2022000274,491,01,해당지역,1,1
-,2022000274,125.5925 ,06,2022000274,25,02,기타지역,1,1
-,2022000274,125.5925 ,06,2022000274,0,01,해당지역,2,1
-,2022000274,125.5925 ,06,2022000274,0,02,기타지역,2,1
(△104),2022000273,077.6825 ,01,2022000273,20,01,해당지역,1,124
(△100),2022000273,077.6825 ,01,2022000273,4,02,기타지역,1,124
(△91),2022000273,077.6825 ,01,2022000273,9,01,해당지역,2,124
(△88),2022000273,077.6825 ,01,2022000273,3,02,기타지역,2,124
(△29),2022000273,084.9918A,02,2022000273,243,01,해당지역,1,272
1.17,2022000273,084.9918A,02,2022000273,34,02,기타지역,1,272
-,2022000273,084.9918A,02,2022000273,94,01,해당지역,2,272
-,2022000273,084.9918A,02,2022000273,28,02,기타지역,2,272
(△169),2022000273,084.8723B,03,2022000273,42,01,해당지역,1,211
(△166),2022000273,084.8723B,03,2022000273,3,02,기타지역,1,211
(△149),2022000273,084.8723B,03,2022000273,17,01,해당지역,2,211
(△145),2022000273,084.8723B,03,2022000273,4,02,기타지역,2,211
(△25),2022000272,059.9283 ,01,2022000272,27,01,해당지역,1,52
(△18),2022000272,059.9283 ,01,2022000272,7,02,기타지역,1,52
1.50,2022000272,059.9283 ,01,2022000272,27,01,해당지역,2,52
-,2022000272,059.9283 ,01,2022000272,8,02,기타지역,2,52
(△37),2022000272,074.9368A,02,2022000272,54,01,해당지역,1,91
(△31),2022000272,074.9368A,02,2022000272,6,02,기타지역,1,91
2.13,2022000272,074.9368A,02,2022000272,66,01,해당지역,2,91
-,2022000272,074.9368A,02,2022000272,7,02,기타지역,2,91
(△5),2022000272,074.9740B,03,2022000272,25,01,해당지역,1,30
(△2),2022000272,074.9740B,03,2022000272,3,02,기타지역,1,30
11.00,2022000272,074.9740B,03,2022000272,22,01,해당지역,2,30
-,2022000272,074.9740B,03,2022000272,0,02,기타지역,2,30
1.26,2022000272,084.9273 ,04,2022000272,148,01,해당지역,1,117
-,2022000272,084.9273 ,04,2022000272,28,02,기타지역,1,117
-,2022000272,084.9273 ,04,2022000272,0,01,해당지역,2,117
-,2022000272,084.9273 ,04,2022000272,0,02,기타지역,2,117
(△3),2022000272,091.1313 ,05,2022000272,3,01,해당지역,1,6
(△3),2022000272,091.1313 ,05,2022000272,0,02,기타지역,1,6
5.67,2022000272,091.1313 ,05,2022000272,17,01,해당지역,2,6
-,2022000272,091.1313 ,05,2022000272,1,02,기타지역,2,6
(△2),2022000272,094.9065 ,06,2022000272,4,01,해당지역,1,6
1.00,2022000272,094.9065 ,06,2022000272,2,02,기타지역,1,6
-,2022000272,094.9065 ,06,2022000272,10,01,해당지역,2,6
-,2022000272,094.9065 ,06,2022000272,2,02,기타지역,2,6
2.50,2022000272,100.0413 ,07,2022000272,5,01,해당지역,1,2
-,2022000272,100.0413 ,07,2022000272,4,02,기타지역,1,2
-,2022000272,100.0413 ,07,2022000272,0,01,해당지역,2,2
-,2022000272,100.0413 ,07,2022000272,0,02,기타지역,2,2
(△14),2022000272,115.4985 ,08,2022000272,20,01,해당지역,1,34
(△14),2022000272,115.4985 ,08,2022000272,0,02,기타지역,1,34
1.36,2022000272,115.4985 ,08,2022000272,19,01,해당지역,2,34
-,2022000272,115.4985 ,08,2022000272,4,02,기타지역,2,34
(△2),2022000272,122.3625 ,09,2022000272,0,01,해당지역,1,2
(△2),2022000272,122.3625 ,09,2022000272,0,02,기타지역,1,2
(△1),2022000272,122.3625 ,09,2022000272,1,01,해당지역,2,2
(△1),2022000272,122.3625 ,09,2022000272,0,02,기타지역,2,2
(△1),2022000272,126.9297 ,10,2022000272,1,01,해당지역,1,2
(△1),2022000272,126.9297 ,10,2022000272,0,02,기타지역,1,2
2.00,2022000272,126.9297 ,10,2022000272,2,01,해당지역,2,2
-,2022000272,126.9297 ,10,2022000272,0,02,기타지역,2,2
3.00,2022000272,132.5925 ,11,2022000272,3,01,해당지역,1,1
-,2022000272,132.5925 ,11,2022000272,0,02,기타지역,1,1
-,2022000272,132.5925 ,11,2022000272,0,01,해당지역,2,1
-,2022000272,132.5925 ,11,2022000272,0,02,기타지역,2,1
(△7),2022000262,079.7180 ,01,2022000262,36,01,해당지역,1,43
2.71,2022000262,079.7180 ,01,2022000262,19,02,기타지역,1,43
-,2022000262,079.7180 ,01,2022000262,0,01,해당지역,2,43
