AVRG_SCORE,HOUSE_MANAGE_NO,HOUSE_TY,LWET_SCORE,MODEL_NO,PBLANC_NO,RESIDE_SECD,RESIDE_SENM,TOP_SCORE
0,2025000053,084.9938A,0,03,2025000053,02,기타지역,0
-,2025000053,084.9882B,-,04,2025000053,01,해당지역,-
-,2025000053,084.9882B,-,04,2025000053,02,기타지역,-
30,2025000052,049.9000 ,30,01,2025000052,01,해당지역,30
0,2025000052,049.9000 ,0,01,2025000052,02,기타지역,0
60,2025000052,059.9100 ,60,02,2025000052,01,해당지역,60
0,2025000052,059.9100 ,0,02,2025000052,02,기타지역,0
69,2025000052,084.9900 ,69,03,2025000052,01,해당지역,69
0,2025000052,084.9900 ,0,03,2025000052,02,기타지역,0
-,2025000048,054.9750A,-,01,2025000048,01,해당지역,-
-,2025000048,054.9750A,-,01,2025000048,02,기타지역,-
-,2025000048,054.9835B,-,02,2025000048,01,해당지역,-
-,2025000048,054.9835B,-,02,2025000048,02,기타지역,-
48.95,2025000048,059.9638A,38,03,2025000048,01,해당지역,70
0,2025000048,059.9638A,0,03,2025000048,02,기타지역,0
-,2025000048,059.9360B,-,04,2025000048,01,해당지역,-
-,2025000048,059.9360B,-,04,2025000048,02,기타지역,-
43.1,2025000048,059.9854C,31,05,2025000048,01,해당지역,63
0,2025000048,059.9854C,0,05,2025000048,02,기타지역,0
57,2025000048,074.9041A,50,06,2025000048,01,해당지역,68
0,2025000048,074.9041A,0,06,2025000048,02,기타지역,0
-,2025000048,074.9429B,-,07,2025000048,01,해당지역,-
-,2025000048,074.9429B,-,07,2025000048,02,기타지역,-
54.24,2025000048,084.9474A,44,08,2025000048,01,해당지역,75
0,2025000048,084.9474A,0,08,2025000048,02,기타지역,0
39.81,2025000048,084.9774B,31,09,2025000048,01,해당지역,74
0,2025000048,084.9774B,0,09,2025000048,02,기타지역,0
-,2025000048,084.9514C,-,10,2025000048,01,해당지역,-
-,2025000048,084.9514C,-,10,2025000048,02,기타지역,-
54.83,2025000048,084.9128D,51,11,2025000048,01,해당지역,60
0,2025000048,084.9128D,0,11,2025000048,02,기타지역,0
-,2025000048,102.9602 ,-,12,2025000048,01,해당지역,-
-,2025000048,102.9602 ,-,12,2025000048,02,기타지역,-
-,2025000047,084.9961A,-,01,2025000047,01,해당지역,-
-,2025000047,084.9961A,-,01,2025000047,02,기타지역,-
-,2025000047,084.9745B,-,02,2025000047,01,해당지역,-
-,2025000047,084.9745B,-,02,2025000047,02,기타지역,-
-,2025000047,084.9211C,-,03,2025000047,01,해당지역,-
-,2025000047,084.9211C,-,03,2025000047,02,기타지역,-
60,2025000047,084.9991T,57,04,2025000047,01,해당지역,63
0,2025000047,084.9991T,0,04,2025000047,02,기타지역,0
0,2025000043,043.7207J,0,01,2025000043,01,해당지역,0
53.5,2025000043,043.7207J,52,01,2025000043,02,기타지역,55
0,2025000043,043.7207K,0,02,2025000043,01,해당지역,0
29.5,2025000043,043.7207K,29,02,2025000043,02,기타지역,30
0,2025000043,056.2836B,0,03,2025000043,01,해당지역,0
37.5,2025000043,056.2836B,32,03,2025000043,02,기타지역,43
-,2025000043,056.4780C,-,04,2025000043,01,해당지역,-
-,2025000043,056.4780C,-,04,2025000043,02,기타지역,-
-,2025000043,060.4254A,-,05,2025000043,01,해당지역,-
-,2025000043,060.4254A,-,05,2025000043,02,기타지역,-
-,2025000043,061.4353I,-,06,2025000043,01,해당지역,-
-,2025000043,061.4353I,-,06,2025000043,02,기타지역,-
-,2025000043,063.2969E,-,07,2025000043,01,해당지역,-
-,2025000043,063.2969E,-,07,2025000043,02,기타지역,-
-,2025000043,066.9924D,-,08,2025000043,01,해당지역,-
-,2025000043,066.9924D,-,08,2025000043,02,기타지역,-
-,2025000043,066.8153G,-,09,2025000043,01,해당지역,-
-,2025000043,066.8153G,-,09,2025000043,02,기타지역,-
-,2025000043,069.4330F,-,10,2025000043,01,해당지역,-
-,2025000043,069.4330F,-,10,2025000043,02,기타지역,-
0,2025000043,073.9377H,0,11,2025000043,01,해당지역,0
43,2025000043,073.9377H,43,11,2025000043,02,기타지역,43
-,2025000037,084.8878A,-,01,2025000037,01,해당지역,-
-,2025000037,084.8878A,-,01,2025000037,02,기타지역,-
38.86,2025000037,084.9381B,34,02,2025000037,01,해당지역,61
0,2025000037,084.9381B,0,02,2025000037,02,기타지역,0
-,2025000037,084.7812C,-,03,2025000037,01,해당지역,-
-,2025000037,084.7812C,-,03,2025000037,02,기타지역,-
-,2025000037,084.9832D,-,04,2025000037,01,해당지역,-
-,2025000037,084.9832D,-,04,2025000037,02,기타지역,-
63.18,2025000036,084.9752A,58,01,2025000036,01,해당지역,70
0,2025000036,084.9752A,0,01,2025000036,02,기타지역,0
42.05,2025000036,084.9748B,33,02,2025000036,01,해당지역,75
0,2025000036,084.9748B,0,02,2025000036,02,기타지역,0
59.3,2025000036,084.9933C,52,03,2025000036,01,해당지역,75
0,2025000036,084.9933C,0,03,2025000036,02,기타지역,0
41.86,2025000036,084.9893D,35,04,2025000036,01,해당지역,59
0,2025000036,084.9893D,0,04,2025000036,02,기타지역,0
-,2025000036,105.8363 ,-,05,2025000036,01,해당지역,-
-,2025000036,105.8363 ,-,05,2025000036,02,기타지역,-
-,2025000036,113.9352 ,-,06,2025000036,01,해당지역,-
-,2025000036,113.9352 ,-,06,2025000036,02,기타지역,-
-,2025000036,125.8896 ,-,07,2025000036,01,해당지역,-
-,2025000036,125.8896 ,-,07,2025000036,02,기타지역,-
-,2025000036,175.4124 ,-,08,2025000036,01,해당지역,-
-,2025000036,175.4124 ,-,08,2025000036,02,기타지역,-
-,2025000036,191.0991 ,-,09,2025000036,01,해당지역,-
-,2025000036,191.0991 ,-,09,2025000036,02,기타지역,-
-,2025000032,059.9300 ,-,01,2025000032,01,해당지역,-
-,2025000032,059.9300 ,-,01,2025000032,02,기타지역,-
-,2025000032,059.9300 ,-,01,2025000032,03,기타경기,-
-,2025000032,084.9900A,-,02,2025000032,01,해당지역,-
-,2025000032,084.9900A,-,02,2025000032,02,기타지역,-
-,2025000032,084.9900A,-,02,2025000032,03,기타경기,-
-,2025000032,084.9900B,-,03,2025000032,01,해당지역,-
-,2025000032,084.9900B,-,03,2025000032,02,기타지역,-
-,2025000032,084.9900B,-,03,2025000032,03,기타경기,-
-,2025000031,070.3329A,-,01,2025000031,01,해당지역,-
-,2025000031,070.3329A,-,01,2025000031,02,기타지역,-
-,2025000031,070.7536B,-,02,2025000031,01,해당지역,-
-,2025000031,070.7536B,-,02,2025000031,02,기타지역,-
-,2025000031,070.3054C,-,03,2025000031,01,해당지역,-
-,2025000031,070.3054C,-,03,2025000031,02,기타지역,-
-,2025000031,096.6339A,-,04,2025000031,01,해당지역,-
-,2025000031,096.6339A,-,04,2025000031,02,기타지역,-
-,2025000031,142.8305A,-,05,2025000031,01,해당지역,-
-,2025000031,142.8305A,-,05,2025000031,02,기타지역,-
-,2025000030,059.9814A,-,01,2025000030,01,해당지역,-
-,2025000030,059.9814A,-,01,2025000030,02,기타지역,-
-,2025000030,059.9616B,-,02,2025000030,01,해당지역,-
-,2025000030,059.9616B,-,02,2025000030,02,기타지역,-
-,2025000030,059.9365C,-,03,2025000030,01,해당지역,-
-,2025000030,059.9365C,-,03,2025000030,02,기타지역,-
0,2025000030,084.9638 ,0,04,2025000030,01,해당지역,0
30,2025000030,084.9638 ,30,04,2025000030,02,기타지역,30
-,2025000029,059.9814A,-,01,2025000029,01,해당지역,-
-,2025000029,059.9814A,-,01,2025000029,02,기타지역,-
-,2025000029,059.9616B,-,02,2025000029,01,해당지역,-
-,2025000029,059.9616B,-,02,2025000029,02,기타지역,-
27.5,2025000029,084.9638 ,26,03,2025000029,01,해당지역,29
0,2025000029,084.9638 ,0,03,2025000029,02,기타지역,0
54,2025000028,079.7740A,54,01,2025000028,01,해당지역,54
0,2025000028,079.7740A,0,01,2025000028,02,기타지역,0
64,2025000028,079.8927B,64,02,2025000028,01,해당지역,64
0,2025000028,079.8927B,0,02,2025000028,02,기타지역,0
-,2025000028,084.7113A,-,03,2025000028,01,해당지역,-
-,2025000028,084.7113A,-,03,2025000028,02,기타지역,-
-,2025000028,084.9165B,-,04,2025000028,01,해당지역,-
-,2025000028,084.9165B,-,04,2025000028,02,기타지역,-
38.17,2025000028,084.9463C,24,05,2025000028,01,해당지역,52
0,2025000028,084.9463C,0,05,2025000028,02,기타지역,0
-,2025000028,107.8806A,-,06,2025000028,01,해당지역,-
-,2025000028,107.8806A,-,06,2025000028,02,기타지역,-
-,2025000028,107.6682B,-,07,2025000028,01,해당지역,-
-,2025000028,107.6682B,-,07,2025000028,02,기타지역,-
-,2025000028,125.7263A,-,08,2025000028,01,해당지역,-
-,2025000028,125.7263A,-,08,2025000028,02,기타지역,-
-,2025000028,125.9086B,-,09,2025000028,01,해당지역,-
-,2025000028,125.9086B,-,09,2025000028,02,기타지역,-
-,2025000028,125.7459C,-,10,2025000028,01,해당지역,-
-,2025000028,125.7459C,-,10,2025000028,02,기타지역,-
-,2025000028,125.8938D,-,11,2025000028,01,해당지역,-
-,2025000028,125.8938D,-,11,2025000028,02,기타지역,-
-,2025000028,125.4919E,-,12,2025000028,01,해당지역,-
-,2025000028,125.4919E,-,12,2025000028,02,기타지역,-
-,2025000027,059.9866 ,-,01,2025000027,01,해당지역,-
-,2025000027,059.9866 ,-,01,2025000027,02,기타지역,-
-,2025000027,074.9934 ,-,02,2025000027,01,해당지역,-
-,2025000027,074.9934 ,-,02,2025000027,02,기타지역,-
-,2025000027,084.9986 ,-,03,2025000027,01,해당지역,-
-,2025000027,084.9986 ,-,03,2025000027,02,기타지역,-
-,2025000026,084.9897A,-,01,2025000026,01,해당지역,-
-,2025000026,084.9897A,-,01,2025000026,02,기타지역,-
-,2025000026,084.8102B,-,02,2025000026,01,해당지역,-
-,2025000026,084.8102B,-,02,2025000026,02,기타지역,-
-,2025000026,084.9333C,-,03,2025000026,01,해당지역,-
-,2025000026,084.9333C,-,03,2025000026,02,기타지역,-
-,2025000025,084.8566A,-,01,2025000025,01,해당지역,-
-,2025000025,084.8566A,-,01,2025000025,02,기타지역,-
-,2025000025,084.9777B,-,02,2025000025,01,해당지역,-
-,2025000025,084.9777B,-,02,2025000025,02,기타지역,-
-,2025000025,084.9703C,-,03,2025000025,01,해당지역,-
-,2025000025,084.9703C,-,03,2025000025,02,기타지역,-
-,2025000025,084.9805D,-,04,2025000025,01,해당지역,-
-,2025000025,084.9805D,-,04,2025000025,02,기타지역,-
-,2025000025,115.9641 ,-,05,2025000025,01,해당지역,-
-,2025000025,115.9641 ,-,05,2025000025,02,기타지역,-
-,2025000025,126.7672 ,-,06,2025000025,01,해당지역,-
-,2025000025,126.7672 ,-,06,2025000025,02,기타지역,-
0,2025000021,059.9333 ,0,01,2025000021,01,해당지역,0
25,2025000021,059.9333 ,22,01,2025000021,02,기타지역,28
-,2025000021,073.4682 ,-,02,2025000021,01,해당지역,-
-,2025000021,073.4682 ,-,02,2025000021,02,기타지역,-
-,2025000021,076.3337 ,-,03,2025000021,01,해당지역,-
-,2025000021,076.3337 ,-,03,2025000021,02,기타지역,-
41.5,2025000020,059.9393A,34,01,2025000020,01,해당지역,49
0,2025000020,059.9393A,0,01,2025000020,02,기타지역,0
24.5,2025000020,074.9227A,24,02,2025000020,01,해당지역,25
0,2025000020,074.9227A,0,02,2025000020,02,기타지역,0
0,2025000020,074.9774B,0,03,2025000020,01,해당지역,0
33,2025000020,074.9774B,33,03,2025000020,02,기타지역,33
-,2025000020,084.9646 ,-,04,2025000020,01,해당지역,-
-,2025000020,084.9646 ,-,04,2025000020,02,기타지역,-
-,2025000019,051.0000O,-,01,2025000019,01,해당지역,-
-,2025000019,051.0000O,-,01,2025000019,02,기타지역,-
-,2025000019,051.0000O,-,01,2025000019,03,기타경기,-
-,2025000019,059.0000O,-,02,2025000019,01,해당지역,-
-,2025000019,059.0000O,-,02,2025000019,02,기타지역,-
-,2025000019,059.0000O,-,02,2025000019,03,기타경기,-
-,2025000019,074.0000O,-,03,2025000019,01,해당지역,-
-,2025000019,074.0000O,-,03,2025000019,02,기타지역,-
-,2025000019,074.0000O,-,03,2025000019,03,기타경기,-
-,2025000019,084.0000O,-,04,2025000019,01,해당지역,-
-,2025000019,084.0000O,-,04,2025000019,02,기타지역,-
-,2025000019,084.0000O,-,04,2025000019,03,기타경기,-
37.75,2025000017,059.9570A,32,01,2025000017,01,해당지역,46
0,2025000017,059.9570A,0,01,2025000017,02,기타지역,0
52,2025000017,059.9859B,52,02,2025000017,01,해당지역,52
0,2025000017,059.9859B,0,02,2025000017,02,기타지역,0
-,2025000017,078.3408 ,-,03,2025000017,01,해당지역,-
-,2025000017,078.3408 ,-,03,2025000017,02,기타지역,-
-,2025000015,060.4624 ,-,01,2025000015,01,해당지역,-
-,2025000015,060.4624 ,-,01,2025000015,02,기타지역,-
-,2025000015,084.3616 ,-,02,2025000015,01,해당지역,-
-,2025000015,084.3616 ,-,02,2025000015,02,기타지역,-
0,2025000014,059.9605 ,0,01,2025000014,01,해당지역,0
42.13,2025000014,059.9605 ,28,01,2025000014,02,기타지역,58
41,2025000014,059.9605 ,32,01,2025000014,03,기타경기,44
-,2025000013,059.0000O,-,01,2025000013,01,해당지역,-
-,2025000013,059.0000O,-,01,2025000013,02,기타지역,-
-,2025000013,059.0000O,-,01,2025000013,03,기타경기,-
-,2025000013,074.0000O,-,02,2025000013,01,해당지역,-
-,2025000013,074.0000O,-,02,2025000013,02,기타지역,-
-,2025000013,074.0000O,-,02,2025000013,03,기타경기,-
-,2025000005,067.9516 ,-,01,2025000005,01,해당지역,-
-,2025000005,067.9516 ,-,01,2025000005,02,기타지역,-
-,2025000005,073.9840 ,-,02,2025000005,01,해당지역,-
-,2025000005,073.9840 ,-,02,2025000005,02,기타지역,-
-,2025000005,075.7258 ,-,03,2025000005,01,해당지역,-
-,2025000005,075.7258 ,-,03,2025000005,02,기타지역,-
-,2025000005,080.9023 ,-,04,2025000005,01,해당지역,-
-,2025000005,080.9023 ,-,04,2025000005,02,기타지역,-
-,2025000005,084.9116A,-,05,2025000005,01,해당지역,-
-,2025000005,084.9116A,-,05,2025000005,02,기타지역,-
-,2025000005,084.9571B,-,06,2025000005,01,해당지역,-
-,2025000005,084.9571B,-,06,2025000005,02,기타지역,-
-,2025000005,084.6129C,-,07,2025000005,01,해당지역,-
-,2025000005,084.6129C,-,07,2025000005,02,기타지역,-
-,2025000004,059.9973A,-,01,2025000004,01,해당지역,-
-,2025000004,059.9973A,-,01,2025000004,02,기타지역,-
-,2025000004,059.9957B,-,02,2025000004,01,해당지역,-
-,2025000004,059.9957B,-,02,2025000004,02,기타지역,-
-,2025000004,075.9281A,-,03,2025000004,01,해당지역,-
-,2025000004,075.9281A,-,03,2025000004,02,기타지역,-
-,2025000004,084.6964A,-,04,2025000004,01,해당지역,-
-,2025000004,084.6964A,-,04,2025000004,02,기타지역,-
-,2025000004,084.9963B,-,05,2025000004,01,해당지역,-
-,2025000004,084.9963B,-,05,2025000004,02,기타지역,-
70.29,2025000001,059.9800A,69,01,2025000001,01,해당지역,74
0,2025000001,059.9800A,0,01,2025000001,02,기타지역,0
71.17,2025000001,059.9500B,69,02,2025000001,01,해당지역,77
0,2025000001,059.9500B,0,02,2025000001,02,기타지역,0
69,2025000001,059.7800C,69,03,2025000001,01,해당지역,69
0,2025000001,059.7800C,0,03,2025000001,02,기타지역,0
69.83,2025000001,084.7300A,69,04,2025000001,01,해당지역,72
0,2025000001,084.7300A,0,04,2025000001,02,기타지역,0
69.28,2025000001,084.6800B,69,05,2025000001,01,해당지역,74
0,2025000001,084.6800B,0,05,2025000001,02,기타지역,0
69.33,2025000001,084.9200C,69,06,2025000001,01,해당지역,70
0,2025000001,084.9200C,0,06,2025000001,02,기타지역,0
70.23,2025000001,084.9700D,69,07,2025000001,01,해당지역,79
0,2025000001,084.9700D,0,07,2025000001,02,기타지역,0
71,2025000001,084.9200E,69,08,2025000001,01,해당지역,74
0,2025000001,084.9200E,0,08,2025000001,02,기타지역,0
70.57,2025000001,106.9700A,69,09,2025000001,01,해당지역,74
0,2025000001,106.9700A,0,09,2025000001,02,기타지역,0
69.26,2025000001,106.8100B,69,10,2025000001,01,해당지역,72
0,2025000001,106.8100B,0,10,2025000001,02,기타지역,0
69.25,2025000001,120.6300 ,69,11,2025000001,01,해당지역,70
0,2025000001,120.6300 ,0,11,2025000001,02,기타지역,0
57.5,2024000751,039.7744A,50,01,2024000751,01,해당지역,64
0,2024000751,039.7744A,0,01,2024000751,02,기타지역,0
59.43,2024000751,059.9750A,56,02,2024000751,01,해당지역,63
0,2024000751,059.9750A,0,02,2024000751,02,기타지역,0
59,2024000751,059.9966B,56,03,2024000751,01,해당지역,63
0,2024000751,059.9966B,0,03,2024000751,02,기타지역,0
63.25,2024000751,059.9908C,59,04,2024000751,01,해당지역,82
0,2024000751,059.9908C,0,04,2024000751,02,기타지역,0
61.89,2024000751,059.7905D,58,05,2024000751,01,해당지역,69
0,2024000751,059.7905D,0,05,2024000751,02,기타지역,0
68.88,2024000751,084.9195A,65,06,2024000751,01,해당지역,79
0,2024000751,084.9195A,0,06,2024000751,02,기타지역,0
64.45,2024000751,084.9492B,61,07,2024000751,01,해당지역,70
0,2024000751,084.9492B,0,07,2024000751,02,기타지역,0
68,2024000751,084.9492C,67,08,2024000751,01,해당지역,69
0,2024000751,084.9492C,0,08,2024000751,02,기타지역,0
62.59,2024000751,084.9122D,58,09,2024000751,01,해당지역,84
0,2024000751,084.9122D,0,09,2024000751,02,기타지역,0
-,2024000751,101.7553A,-,10,2024000751,01,해당지역,-
-,2024000751,101.7553A,-,10,2024000751,02,기타지역,-
-,2024000751,101.9865B,-,11,2024000751,01,해당지역,-
-,2024000751,101.9865B,-,11,2024000751,02,기타지역,-
-,2024000751,117.8332A,-,12,2024000751,01,해당지역,-
-,2024000751,117.8332A,-,12,2024000751,02,기타지역,-
-,2024000751,117.8441B,-,13,2024000751,01,해당지역,-
-,2024000751,117.8441B,-,13,2024000751,02,기타지역,-
-,2024000750,059.9957A,-,01,2024000750,01,해당지역,-
-,2024000750,059.9957A,-,01,2024000750,02,기타지역,-
-,2024000750,059.9734B,-,02,2024000750,01,해당지역,-
-,2024000750,059.9734B,-,02,2024000750,02,기타지역,-
-,2024000750,074.5847A,-,03,2024000750,01,해당지역,-
-,2024000750,074.5847A,-,03,2024000750,02,기타지역,-
-,2024000750,074.9026B,-,04,2024000750,01,해당지역,-
-,2024000750,074.9026B,-,04,2024000750,02,기타지역,-
-,2024000750,084.9350A,-,05,2024000750,01,해당지역,-
-,2024000750,084.9350A,-,05,2024000750,02,기타지역,-
-,2024000750,084.4955B,-,06,2024000750,01,해당지역,-
-,2024000750,084.4955B,-,06,2024000750,02,기타지역,-
39.29,2024000749,073.1847 ,30,01,2024000749,01,해당지역,65
0,2024000749,073.1847 ,0,01,2024000749,02,기타지역,0
44.43,2024000749,078.8459 ,37,02,2024000749,01,해당지역,61
0,2024000749,078.8459 ,0,02,2024000749,02,기타지역,0
-,2024000747,084.9680A,-,01,2024000747,01,해당지역,-
-,2024000747,084.9680A,-,01,2024000747,02,기타지역,-
-,2024000747,084.8642B,-,02,2024000747,01,해당지역,-
-,2024000747,084.8642B,-,02,2024000747,02,기타지역,-
-,2024000747,084.9904C,-,03,2024000747,01,해당지역,-
-,2024000747,084.9904C,-,03,2024000747,02,기타지역,-
-,2024000747,084.9636D,-,04,2024000747,01,해당지역,-
-,2024000747,084.9636D,-,04,2024000747,02,기타지역,-
-,2024000747,089.5130A,-,05,2024000747,01,해당지역,-
-,2024000747,089.5130A,-,05,2024000747,02,기타지역,-
-,2024000747,089.5204C,-,06,2024000747,01,해당지역,-
-,2024000747,089.5204C,-,06,2024000747,02,기타지역,-
42.32,2024000742,059.9385A,33,01,2024000742,01,해당지역,59
0,2024000742,059.9385A,0,01,2024000742,02,기타지역,0
-,2024000742,059.9385B,-,02,2024000742,01,해당지역,-
-,2024000742,059.9385B,-,02,2024000742,02,기타지역,-
-,2024000733,045.1533C,-,01,2024000733,01,해당지역,-
-,2024000733,045.1533C,-,01,2024000733,02,기타지역,-
-,2024000733,050.8273B,-,02,2024000733,01,해당지역,-
-,2024000733,050.8273B,-,02,2024000733,02,기타지역,-
-,2024000733,055.2035A,-,03,2024000733,01,해당지역,-
-,2024000733,055.2035A,-,03,2024000733,02,기타지역,-
-,2024000732,055.2035A,-,01,2024000732,01,해당지역,-
-,2024000732,055.2035A,-,01,2024000732,02,기타지역,-
-,2024000732,055.9035B,-,02,2024000732,01,해당지역,-
-,2024000732,055.9035B,-,02,2024000732,02,기타지역,-
-,2024000732,055.9095C,-,03,2024000732,01,해당지역,-
-,2024000732,055.9095C,-,03,2024000732,02,기타지역,-
-,2024000731,055.9035A,-,01,2024000731,01,해당지역,-
-,2024000731,055.9035A,-,01,2024000731,02,기타지역,-
-,2024000731,056.8275B,-,02,2024000731,01,해당지역,-
-,2024000731,056.8275B,-,02,2024000731,02,기타지역,-
-,2024000731,059.1790C,-,03,2024000731,01,해당지역,-
-,2024000731,059.1790C,-,03,2024000731,02,기타지역,-
54.85,2024000730,059.9200A,50,01,2024000730,01,해당지역,64
0,2024000730,059.9200A,0,01,2024000730,02,기타지역,0
49.13,2024000730,059.8900B,44,02,2024000730,01,해당지역,64
0,2024000730,059.8900B,0,02,2024000730,02,기타지역,0
32,2024000730,068.3700A,32,03,2024000730,01,해당지역,32
0,2024000730,068.3700A,0,03,2024000730,02,기타지역,0
56.76,2024000730,071.8500A,50,04,2024000730,01,해당지역,67
0,2024000730,071.8500A,0,04,2024000730,02,기타지역,0
55.29,2024000730,071.8100B,50,05,2024000730,01,해당지역,65
0,2024000730,071.8100B,0,05,2024000730,02,기타지역,0
63.6,2024000730,084.9100A,60,06,2024000730,01,해당지역,74
0,2024000730,084.9100A,0,06,2024000730,02,기타지역,0
54.56,2024000730,084.8400B,51,07,2024000730,01,해당지역,60
0,2024000730,084.8400B,0,07,2024000730,02,기타지역,0
-,2024000730,095.3400A,-,08,2024000730,01,해당지역,-
-,2024000730,095.3400A,-,08,2024000730,02,기타지역,-
51.71,2024000729,059.9800A,48,01,2024000729,01,해당지역,65
0,2024000729,059.9800A,0,01,2024000729,02,기타지역,0
42,2024000729,059.9600B,35,02,2024000729,01,해당지역,48
0,2024000729,059.9600B,0,02,2024000729,02,기타지역,0
53,2024000729,071.7900A,48,03,2024000729,01,해당지역,67
0,2024000729,071.7900A,0,03,2024000729,02,기타지역,0
40.8,2024000729,071.6800B,37,04,2024000729,01,해당지역,49
0,2024000729,071.6800B,0,04,2024000729,02,기타지역,0
56.08,2024000729,084.9100A,52,05,2024000729,01,해당지역,69
0,2024000729,084.9100A,0,05,2024000729,02,기타지역,0
43.54,2024000729,084.8200B,37,06,2024000729,01,해당지역,64
0,2024000729,084.8200B,0,06,2024000729,02,기타지역,0
42.69,2024000729,084.9700C,37,07,2024000729,01,해당지역,58
0,2024000729,084.9700C,0,07,2024000729,02,기타지역,0
66.75,2024000729,084.9600D,60,08,2024000729,01,해당지역,75
0,2024000729,084.9600D,0,08,2024000729,02,기타지역,0
54.88,2024000729,084.9800E,44,09,2024000729,01,해당지역,63
0,2024000729,084.9800E,0,09,2024000729,02,기타지역,0
40.09,2024000727,084.9688A,34,01,2024000727,01,해당지역,58
0,2024000727,084.9688A,0,01,2024000727,02,기타지역,0
-,2024000727,084.9959B,-,02,2024000727,01,해당지역,-
-,2024000727,084.9959B,-,02,2024000727,02,기타지역,-
-,2024000727,084.9909C,-,03,2024000727,01,해당지역,-
-,2024000727,084.9909C,-,03,2024000727,02,기타지역,-
-,2024000727,142.5550 ,-,04,2024000727,01,해당지역,-
-,2024000727,142.5550 ,-,04,2024000727,02,기타지역,-
-,2024000726,064.9286 ,-,01,2024000726,01,해당지역,-
-,2024000726,064.9286 ,-,01,2024000726,02,기타지역,-
-,2024000726,084.9972A,-,02,2024000726,01,해당지역,-
-,2024000726,084.9972A,-,02,2024000726,02,기타지역,-
-,2024000726,084.9556B,-,03,2024000726,01,해당지역,-
-,2024000726,084.9556B,-,03,2024000726,02,기타지역,-
61.39,2024000725,084.0000A,57,01,2024000725,01,해당지역,69
61.08,2024000725,084.0000A,55,01,2024000725,02,기타지역,74
54.57,2024000725,084.0000B,49,02,2024000725,01,해당지역,70
50.57,2024000725,084.0000B,44,02,2024000725,02,기타지역,79
57.45,2024000725,084.0000C,52,03,2024000725,01,해당지역,65
54.29,2024000725,084.0000C,51,03,2024000725,02,기타지역,62
60.25,2024000725,084.6770D,58,04,2024000725,01,해당지역,64
56.5,2024000725,084.6770D,54,04,2024000725,02,기타지역,59
66,2024000725,084.9695P,66,05,2024000725,01,해당지역,66
61,2024000725,084.9695P,61,05,2024000725,02,기타지역,61
69,2024000725,084.0000T,69,06,2024000725,01,해당지역,69
62.5,2024000725,084.0000T,62,06,2024000725,02,기타지역,63
57.63,2024000723,059.9510 ,54,01,2024000723,01,해당지역,63
0,2024000723,059.9510 ,0,01,2024000723,02,기타지역,0
50.72,2024000723,084.8250A,42,02,2024000723,01,해당지역,70
0,2024000723,084.8250A,0,02,2024000723,02,기타지역,0
40.91,2024000723,084.7869B,33,03,2024000723,01,해당지역,54
0,2024000723,084.7869B,0,03,2024000723,02,기타지역,0
41.27,2024000723,084.9814C,34,04,2024000723,01,해당지역,56
0,2024000723,084.9814C,0,04,2024000723,02,기타지역,0
38.75,2024000723,084.6480D,28,05,2024000723,01,해당지역,61
0,2024000723,084.6480D,0,05,2024000723,02,기타지역,0
38,2024000723,084.9766E,38,06,2024000723,01,해당지역,38
0,2024000723,084.9766E,0,06,2024000723,02,기타지역,0
-,2024000723,108.5700 ,-,07,2024000723,01,해당지역,-
-,2024000723,108.5700 ,-,07,2024000723,02,기타지역,-
-,2024000723,135.8434 ,-,08,2024000723,01,해당지역,-
-,2024000723,135.8434 ,-,08,2024000723,02,기타지역,-
-,2024000723,176.6225 ,-,09,2024000723,01,해당지역,-
-,2024000723,176.6225 ,-,09,2024000723,02,기타지역,-
64.5,2024000718,039.9450A,55,01,2024000718,01,해당지역,81
0,2024000718,039.9450A,0,01,2024000718,02,기타지역,0
56,2024000718,039.9328B,51,02,2024000718,01,해당지역,64
0,2024000718,039.9328B,0,02,2024000718,02,기타지역,0
64,2024000718,044.9648A,59,03,2024000718,01,해당지역,69
0,2024000718,044.9648A,0,03,2024000718,02,기타지역,0
65.67,2024000718,044.9002B,64,04,2024000718,01,해당지역,69
0,2024000718,044.9002B,0,04,2024000718,02,기타지역,0
66.67,2024000718,059.9636 ,64,05,2024000718,01,해당지역,71
0,2024000718,059.9636 ,0,05,2024000718,02,기타지역,0
64.43,2024000718,084.9464A,60,06,2024000718,01,해당지역,74
0,2024000718,084.9464A,0,06,2024000718,02,기타지역,0
55.4,2024000718,084.9005B,50,07,2024000718,01,해당지역,67
0,2024000718,084.9005B,0,07,2024000718,02,기타지역,0
58,2024000718,084.9214C,54,08,2024000718,01,해당지역,64
0,2024000718,084.9214C,0,08,2024000718,02,기타지역,0
50.14,2024000718,084.9723D,46,09,2024000718,01,해당지역,57
0,2024000718,084.9723D,0,09,2024000718,02,기타지역,0
60.43,2024000718,084.9898E,57,10,2024000718,01,해당지역,64
0,2024000718,084.9898E,0,10,2024000718,02,기타지역,0
-,2024000718,098.9477A,-,11,2024000718,01,해당지역,-
-,2024000718,098.9477A,-,11,2024000718,02,기타지역,-
-,2024000718,098.9772B,-,12,2024000718,01,해당지역,-
-,2024000718,098.9772B,-,12,2024000718,02,기타지역,-
-,2024000718,098.9105C,-,13,2024000718,01,해당지역,-
-,2024000718,098.9105C,-,13,2024000718,02,기타지역,-
