AVRG_SCORE,HOUSE_MANAGE_NO,HOUSE_TY,LWET_SCORE,MODEL_NO,PBLANC_NO,RESIDE_SECD,RESIDE_SENM,TOP_SCORE
0,2022000896,059.9400A,0,03,2022000896,01,해당지역,0
29.09,2022000896,059.9400A,11,03,2022000896,02,기타지역,63
0,2022000896,059.8000B,0,04,2022000896,01,해당지역,0
26,2022000896,059.8000B,20,04,2022000896,02,기타지역,36
-,2022000896,074.9200A,-,05,2022000896,01,해당지역,-
-,2022000896,074.9200A,-,05,2022000896,02,기타지역,-
-,2022000896,074.7600B,-,06,2022000896,01,해당지역,-
-,2022000896,074.7600B,-,06,2022000896,02,기타지역,-
-,2022000896,074.7700C,-,07,2022000896,01,해당지역,-
-,2022000896,074.7700C,-,07,2022000896,02,기타지역,-
0,2022000896,084.9600A,0,08,2022000896,01,해당지역,0
41.13,2022000896,084.9600A,29,08,2022000896,02,기타지역,61
-,2022000896,084.9600B,-,09,2022000896,01,해당지역,-
-,2022000896,084.9600B,-,09,2022000896,02,기타지역,-
-,2022000895,048.7400B,-,01,2022000895,01,해당지역,-
-,2022000895,048.7400B,-,01,2022000895,02,기타지역,-
-,2022000895,049.9100A,-,02,2022000895,01,해당지역,-
-,2022000895,049.9100A,-,02,2022000895,02,기타지역,-
-,2022000895,052.8900C,-,03,2022000895,01,해당지역,-
-,2022000895,052.8900C,-,03,2022000895,02,기타지역,-
-,2022000895,052.9700D,-,04,2022000895,01,해당지역,-
-,2022000895,052.9700D,-,04,2022000895,02,기타지역,-
-,2022000894,059.9945 ,-,01,2022000894,01,해당지역,-
-,2022000894,059.9945 ,-,01,2022000894,02,기타지역,-
-,2022000894,073.9763A,-,02,2022000894,01,해당지역,-
-,2022000894,073.9763A,-,02,2022000894,02,기타지역,-
-,2022000894,073.9873B,-,03,2022000894,01,해당지역,-
-,2022000894,073.9873B,-,03,2022000894,02,기타지역,-
-,2022000894,084.9989 ,-,04,2022000894,01,해당지역,-
-,2022000894,084.9989 ,-,04,2022000894,02,기타지역,-
55.27,2022000893,084.7514A,51,01,2022000893,01,해당지역,62
0,2022000893,084.7514A,0,01,2022000893,02,기타지역,0
49.43,2022000893,084.9981B,40,02,2022000893,01,해당지역,65
0,2022000893,084.9981B,0,02,2022000893,02,기타지역,0
48.11,2022000893,084.9926C,41,03,2022000893,01,해당지역,61
0,2022000893,084.9926C,0,03,2022000893,02,기타지역,0
36.96,2022000893,084.9977D,27,04,2022000893,01,해당지역,62
0,2022000893,084.9977D,0,04,2022000893,02,기타지역,0
-,2022000893,103.9937A,-,05,2022000893,01,해당지역,-
-,2022000893,103.9937A,-,05,2022000893,02,기타지역,-
-,2022000893,103.9971B,-,06,2022000893,01,해당지역,-
-,2022000893,103.9971B,-,06,2022000893,02,기타지역,-
58.14,2022000892,084.9147A,55,01,2022000892,01,해당지역,78
0,2022000892,084.9147A,0,01,2022000892,02,기타지역,0
52.94,2022000892,084.9547B,47,02,2022000892,01,해당지역,63
0,2022000892,084.9547B,0,02,2022000892,02,기타지역,0
-,2022000892,118.9286 ,-,03,2022000892,01,해당지역,-
-,2022000892,118.9286 ,-,03,2022000892,02,기타지역,-
-,2022000890,084.9921A,-,01,2022000890,01,해당지역,-
-,2022000890,084.9921A,-,01,2022000890,02,기타지역,-
-,2022000890,084.9926B,-,02,2022000890,01,해당지역,-
-,2022000890,084.9926B,-,02,2022000890,02,기타지역,-
-,2022000890,084.9925C,-,03,2022000890,01,해당지역,-
-,2022000890,084.9925C,-,03,2022000890,02,기타지역,-
-,2022000890,084.9719D,-,04,2022000890,01,해당지역,-
-,2022000890,084.9719D,-,04,2022000890,02,기타지역,-
-,2022000890,106.1718 ,-,05,2022000890,01,해당지역,-
-,2022000890,106.1718 ,-,05,2022000890,02,기타지역,-
-,2022000890,124.4345 ,-,06,2022000890,01,해당지역,-
-,2022000890,124.4345 ,-,06,2022000890,02,기타지역,-
-,2022000889,059.0000 ,-,01,2022000889,01,해당지역,-
-,2022000889,059.0000 ,-,01,2022000889,02,기타지역,-
69,2022000887,059.9700A,69,01,2022000887,01,해당지역,69
0,2022000887,059.9700A,0,01,2022000887,02,기타지역,0
63,2022000887,059.5000B,61,02,2022000887,01,해당지역,65
0,2022000887,059.5000B,0,02,2022000887,02,기타지역,0
54.05,2022000887,084.9800A,47,03,2022000887,01,해당지역,69
0,2022000887,084.9800A,0,03,2022000887,02,기타지역,0
43.29,2022000887,084.9800B,38,04,2022000887,01,해당지역,69
0,2022000887,084.9800B,0,04,2022000887,02,기타지역,0
49.06,2022000887,084.9400C,43,05,2022000887,01,해당지역,59
0,2022000887,084.9400C,0,05,2022000887,02,기타지역,0
67.8,2022000883,059.9800B,64,01,2022000883,01,해당지역,74
0,2022000883,059.9800B,0,01,2022000883,02,기타지역,0
57,2022000880,059.7656B,57,01,2022000880,01,해당지역,57
0,2022000880,059.7656B,0,01,2022000880,02,기타지역,0
32,2022000880,074.9744B,32,02,2022000880,01,해당지역,32
0,2022000880,074.9744B,0,02,2022000880,02,기타지역,0
62,2022000880,084.7982 ,62,03,2022000880,01,해당지역,62
0,2022000880,084.7982 ,0,03,2022000880,02,기타지역,0
-,2022000879,072.0705 ,-,01,2022000879,01,해당지역,-
-,2022000879,072.0705 ,-,01,2022000879,02,기타지역,-
-,2022000879,076.1275 ,-,02,2022000879,01,해당지역,-
-,2022000879,076.1275 ,-,02,2022000879,02,기타지역,-
-,2022000879,084.5911A,-,03,2022000879,01,해당지역,-
-,2022000879,084.5911A,-,03,2022000879,02,기타지역,-
-,2022000879,084.9803B,-,04,2022000879,01,해당지역,-
-,2022000879,084.9803B,-,04,2022000879,02,기타지역,-
-,2022000879,084.7049C,-,05,2022000879,01,해당지역,-
-,2022000879,084.7049C,-,05,2022000879,02,기타지역,-
-,2022000874,098.8893 ,-,01,2022000874,01,해당지역,-
-,2022000874,098.8893 ,-,01,2022000874,02,기타지역,-
-,2022000874,100.5970A,-,02,2022000874,01,해당지역,-
-,2022000874,100.5970A,-,02,2022000874,02,기타지역,-
-,2022000874,100.9349B,-,03,2022000874,01,해당지역,-
-,2022000874,100.9349B,-,03,2022000874,02,기타지역,-
-,2022000874,108.9548 ,-,04,2022000874,01,해당지역,-
-,2022000874,108.9548 ,-,04,2022000874,02,기타지역,-
-,2022000873,059.9626 ,-,01,2022000873,01,해당지역,-
-,2022000873,059.9626 ,-,01,2022000873,02,기타지역,-
66.5,2022000873,059.9867 ,66,02,2022000873,01,해당지역,67
0,2022000873,059.9867 ,0,02,2022000873,02,기타지역,0
-,2022000873,059.9353 ,-,03,2022000873,01,해당지역,-
-,2022000873,059.9353 ,-,03,2022000873,02,기타지역,-
52.08,2022000873,084.9888 ,32,04,2022000873,01,해당지역,74
0,2022000873,084.9888 ,0,04,2022000873,02,기타지역,0
-,2022000873,084.9901 ,-,05,2022000873,01,해당지역,-
-,2022000873,084.9901 ,-,05,2022000873,02,기타지역,-
58.67,2022000873,084.9926 ,55,06,2022000873,01,해당지역,63
0,2022000873,084.9926 ,0,06,2022000873,02,기타지역,0
-,2022000873,114.9880 ,-,07,2022000873,01,해당지역,-
-,2022000873,114.9880 ,-,07,2022000873,02,기타지역,-
-,2022000873,114.9278 ,-,08,2022000873,01,해당지역,-
-,2022000873,114.9278 ,-,08,2022000873,02,기타지역,-
50.6,2022000873,114.9993 ,38,09,2022000873,01,해당지역,72
0,2022000873,114.9993 ,0,09,2022000873,02,기타지역,0
-,2022000870,084.9626 ,-,01,2022000870,01,해당지역,-
-,2022000870,084.9626 ,-,01,2022000870,02,기타지역,-
-,2022000870,113.3209 ,-,02,2022000870,01,해당지역,-
-,2022000870,113.3209 ,-,02,2022000870,02,기타지역,-
-,2022000870,177.5858 ,-,03,2022000870,01,해당지역,-
-,2022000870,177.5858 ,-,03,2022000870,02,기타지역,-
-,2022000864,167.9720 ,-,01,2022000864,01,해당지역,-
-,2022000864,167.9720 ,-,01,2022000864,02,기타지역,-
-,2022000864,170.4960A,-,02,2022000864,01,해당지역,-
-,2022000864,170.4960A,-,02,2022000864,02,기타지역,-
-,2022000864,170.4960B,-,03,2022000864,01,해당지역,-
-,2022000864,170.4960B,-,03,2022000864,02,기타지역,-
-,2022000864,234.3600 ,-,04,2022000864,01,해당지역,-
-,2022000864,234.3600 ,-,04,2022000864,02,기타지역,-
-,2022000864,242.0030A,-,05,2022000864,01,해당지역,-
-,2022000864,242.0030A,-,05,2022000864,02,기타지역,-
-,2022000864,242.0030B,-,06,2022000864,01,해당지역,-
-,2022000864,242.0030B,-,06,2022000864,02,기타지역,-
-,2022000862,078.3367 ,-,01,2022000862,01,해당지역,-
-,2022000862,078.3367 ,-,01,2022000862,02,기타지역,-
-,2022000862,084.7713A,-,02,2022000862,01,해당지역,-
-,2022000862,084.7713A,-,02,2022000862,02,기타지역,-
-,2022000862,084.6505B,-,03,2022000862,01,해당지역,-
-,2022000862,084.6505B,-,03,2022000862,02,기타지역,-
42.42,2022000855,059.8670A,36,01,2022000855,01,해당지역,56
0,2022000855,059.8670A,0,01,2022000855,02,기타지역,0
-,2022000855,059.6827B,-,02,2022000855,01,해당지역,-
-,2022000855,059.6827B,-,02,2022000855,02,기타지역,-
-,2022000855,059.7670C,-,03,2022000855,01,해당지역,-
-,2022000855,059.7670C,-,03,2022000855,02,기타지역,-
-,2022000855,074.8101A,-,04,2022000855,01,해당지역,-
-,2022000855,074.8101A,-,04,2022000855,02,기타지역,-
0,2022000855,084.6234A,0,05,2022000855,01,해당지역,0
53.75,2022000855,084.6234A,49,05,2022000855,02,기타지역,62
-,2022000855,084.6150B,-,06,2022000855,01,해당지역,-
-,2022000855,084.6150B,-,06,2022000855,02,기타지역,-
-,2022000855,084.8425C,-,07,2022000855,01,해당지역,-
-,2022000855,084.8425C,-,07,2022000855,02,기타지역,-
-,2022000853,039.9961 ,-,01,2022000853,01,해당지역,-
-,2022000853,039.9961 ,-,01,2022000853,02,기타지역,-
-,2022000853,045.9745A,-,02,2022000853,01,해당지역,-
-,2022000853,045.9745A,-,02,2022000853,02,기타지역,-
0,2022000853,045.8853B,0,03,2022000853,01,해당지역,0
52,2022000853,045.8853B,39,03,2022000853,02,기타지역,64
41.62,2022000853,059.9915A,32,04,2022000853,01,해당지역,58
0,2022000853,059.9915A,0,04,2022000853,02,기타지역,0
62,2022000853,059.8323B,62,05,2022000853,01,해당지역,62
0,2022000853,059.8323B,0,05,2022000853,02,기타지역,0
0,2022000853,075.9542A,0,06,2022000853,01,해당지역,0
47,2022000853,075.9542A,47,06,2022000853,02,기타지역,47
46.13,2022000853,075.9178B,32,07,2022000853,01,해당지역,69
0,2022000853,075.9178B,0,07,2022000853,02,기타지역,0
51.41,2022000853,084.7927 ,42,08,2022000853,01,해당지역,65
0,2022000853,084.7927 ,0,08,2022000853,02,기타지역,0
-,2022000852,059.9737A,-,01,2022000852,01,해당지역,-
-,2022000852,059.9737A,-,01,2022000852,02,기타지역,-
16,2022000852,059.9488B,16,02,2022000852,01,해당지역,16
0,2022000852,059.9488B,0,02,2022000852,02,기타지역,0
-,2022000852,059.9841C,-,03,2022000852,01,해당지역,-
-,2022000852,059.9841C,-,03,2022000852,02,기타지역,-
-,2022000852,072.9370A,-,04,2022000852,01,해당지역,-
-,2022000852,072.9370A,-,04,2022000852,02,기타지역,-
-,2022000847,084.9066A,-,01,2022000847,01,해당지역,-
-,2022000847,084.9066A,-,01,2022000847,02,기타지역,-
-,2022000847,084.9626B,-,02,2022000847,01,해당지역,-
-,2022000847,084.9626B,-,02,2022000847,02,기타지역,-
59,2022000846,029.9700A,54,01,2022000846,01,해당지역,67
0,2022000846,029.9700A,0,01,2022000846,02,기타지역,0
0,2022000846,039.9500A,0,02,2022000846,01,해당지역,0
37.09,2022000846,039.9500A,26,02,2022000846,02,기타지역,64
37.51,2022000846,049.9500A,20,03,2022000846,01,해당지역,69
0,2022000846,049.9500A,0,03,2022000846,02,기타지역,0
59.58,2022000846,059.9900A,51,04,2022000846,01,해당지역,77
0,2022000846,059.9900A,0,04,2022000846,02,기타지역,0
58.57,2022000846,059.9800B,49,05,2022000846,01,해당지역,72
0,2022000846,059.9800B,0,05,2022000846,02,기타지역,0
54.62,2022000846,059.9600C,46,06,2022000846,01,해당지역,69
0,2022000846,059.9600C,0,06,2022000846,02,기타지역,0
66.78,2022000846,059.9600D,62,07,2022000846,01,해당지역,74
0,2022000846,059.9600D,0,07,2022000846,02,기타지역,0
61.53,2022000846,059.9800E,53,08,2022000846,01,해당지역,71
0,2022000846,059.9800E,0,08,2022000846,02,기타지역,0
67.2,2022000846,084.9900A,64,09,2022000846,01,해당지역,74
0,2022000846,084.9900A,0,09,2022000846,02,기타지역,0
64.05,2022000846,084.9900B,54,10,2022000846,01,해당지역,74
0,2022000846,084.9900B,0,10,2022000846,02,기타지역,0
57.93,2022000846,084.9900C,42,11,2022000846,01,해당지역,76
0,2022000846,084.9900C,0,11,2022000846,02,기타지역,0
53.1,2022000846,084.9900D,42,12,2022000846,01,해당지역,74
0,2022000846,084.9900D,0,12,2022000846,02,기타지역,0
47,2022000846,084.9800E,35,13,2022000846,01,해당지역,69
0,2022000846,084.9800E,0,13,2022000846,02,기타지역,0
53.3,2022000846,084.9900F,40,14,2022000846,01,해당지역,69
0,2022000846,084.9900F,0,14,2022000846,02,기타지역,0
50.68,2022000846,084.9800G,44,15,2022000846,01,해당지역,69
0,2022000846,084.9800G,0,15,2022000846,02,기타지역,0
59.9,2022000846,084.9900H,53,16,2022000846,01,해당지역,69
0,2022000846,084.9900H,0,16,2022000846,02,기타지역,0
-,2022000845,036.7040 ,-,01,2022000845,01,해당지역,-
-,2022000845,036.7040 ,-,01,2022000845,02,기타지역,-
-,2022000845,046.8323 ,-,02,2022000845,01,해당지역,-
-,2022000845,046.8323 ,-,02,2022000845,02,기타지역,-
-,2022000845,051.9595 ,-,03,2022000845,01,해당지역,-
-,2022000845,051.9595 ,-,03,2022000845,02,기타지역,-
-,2022000845,059.9394A,-,04,2022000845,01,해당지역,-
-,2022000845,059.9394A,-,04,2022000845,02,기타지역,-
-,2022000845,059.8888B,-,05,2022000845,01,해당지역,-
-,2022000845,059.8888B,-,05,2022000845,02,기타지역,-
-,2022000845,066.8987 ,-,06,2022000845,01,해당지역,-
-,2022000845,066.8987 ,-,06,2022000845,02,기타지역,-
37.07,2022000844,084.9701A,26,01,2022000844,01,해당지역,50
0,2022000844,084.9701A,0,01,2022000844,02,기타지역,0
39.14,2022000844,084.5989B,27,02,2022000844,01,해당지역,69
0,2022000844,084.5989B,0,02,2022000844,02,기타지역,0
-,2022000844,084.8215C,-,03,2022000844,01,해당지역,-
-,2022000844,084.8215C,-,03,2022000844,02,기타지역,-
-,2022000844,119.9660 ,-,04,2022000844,01,해당지역,-
-,2022000844,119.9660 ,-,04,2022000844,02,기타지역,-
31.79,2022000842,059.9269A,26,01,2022000842,01,해당지역,49
0,2022000842,059.9269A,0,01,2022000842,02,기타지역,0
-,2022000842,059.9547B,-,02,2022000842,01,해당지역,-
-,2022000842,059.9547B,-,02,2022000842,02,기타지역,-
-,2022000842,059.9676C,-,03,2022000842,01,해당지역,-
-,2022000842,059.9676C,-,03,2022000842,02,기타지역,-
-,2022000842,059.9947D,-,04,2022000842,01,해당지역,-
-,2022000842,059.9947D,-,04,2022000842,02,기타지역,-
-,2022000842,059.9705E,-,05,2022000842,01,해당지역,-
-,2022000842,059.9705E,-,05,2022000842,02,기타지역,-
-,2022000842,084.9521A,-,06,2022000842,01,해당지역,-
-,2022000842,084.9521A,-,06,2022000842,02,기타지역,-
-,2022000842,084.9129B,-,07,2022000842,01,해당지역,-
-,2022000842,084.9129B,-,07,2022000842,02,기타지역,-
-,2022000842,084.9517C,-,08,2022000842,01,해당지역,-
-,2022000842,084.9517C,-,08,2022000842,02,기타지역,-
-,2022000842,084.9985D,-,09,2022000842,01,해당지역,-
-,2022000842,084.9985D,-,09,2022000842,02,기타지역,-
-,2022000842,084.9611E,-,10,2022000842,01,해당지역,-
-,2022000842,084.9611E,-,10,2022000842,02,기타지역,-
-,2022000842,084.9922F,-,11,2022000842,01,해당지역,-
-,2022000842,084.9922F,-,11,2022000842,02,기타지역,-
-,2022000842,084.9472G,-,12,2022000842,01,해당지역,-
-,2022000842,084.9472G,-,12,2022000842,02,기타지역,-
-,2022000842,114.9813A,-,13,2022000842,01,해당지역,-
-,2022000842,114.9813A,-,13,2022000842,02,기타지역,-
-,2022000842,114.9604B,-,14,2022000842,01,해당지역,-
-,2022000842,114.9604B,-,14,2022000842,02,기타지역,-
0,2022000840,084.9600A,0,01,2022000840,01,해당지역,0
44.43,2022000840,084.9600A,30,01,2022000840,02,기타지역,75
-,2022000840,084.8600B,-,02,2022000840,01,해당지역,-
-,2022000840,084.8600B,-,02,2022000840,02,기타지역,-
37.05,2022000840,084.9700C,29,03,2022000840,01,해당지역,50
0,2022000840,084.9700C,0,03,2022000840,02,기타지역,0
-,2022000840,084.8600D,-,04,2022000840,01,해당지역,-
-,2022000840,084.8600D,-,04,2022000840,02,기타지역,-
-,2022000840,096.3200 ,-,05,2022000840,01,해당지역,-
-,2022000840,096.3200 ,-,05,2022000840,02,기타지역,-
-,2022000840,099.3900A,-,06,2022000840,01,해당지역,-
-,2022000840,099.3900A,-,06,2022000840,02,기타지역,-
-,2022000840,099.3900B,-,07,2022000840,01,해당지역,-
-,2022000840,099.3900B,-,07,2022000840,02,기타지역,-
-,2022000840,114.9800A,-,08,2022000840,01,해당지역,-
-,2022000840,114.9800A,-,08,2022000840,02,기타지역,-
-,2022000840,114.4300B,-,09,2022000840,01,해당지역,-
-,2022000840,114.4300B,-,09,2022000840,02,기타지역,-
-,2022000840,114.9800C,-,10,2022000840,01,해당지역,-
-,2022000840,114.9800C,-,10,2022000840,02,기타지역,-
-,2022000840,120.7500 ,-,11,2022000840,01,해당지역,-
-,2022000840,120.7500 ,-,11,2022000840,02,기타지역,-
-,2022000840,132.3300 ,-,12,2022000840,01,해당지역,-
-,2022000840,132.3300 ,-,12,2022000840,02,기타지역,-
-,2022000840,148.2900 ,-,13,2022000840,01,해당지역,-
-,2022000840,148.2900 ,-,13,2022000840,02,기타지역,-
-,2022000840,153.1800A,-,14,2022000840,01,해당지역,-
-,2022000840,153.1800A,-,14,2022000840,02,기타지역,-
-,2022000840,153.6300B,-,15,2022000840,01,해당지역,-
-,2022000840,153.6300B,-,15,2022000840,02,기타지역,-
-,2022000840,165.1500 ,-,16,2022000840,01,해당지역,-
-,2022000840,165.1500 ,-,16,2022000840,02,기타지역,-
-,2022000840,202.3500 ,-,17,2022000840,01,해당지역,-
-,2022000840,202.3500 ,-,17,2022000840,02,기타지역,-
-,2022000839,059.9700A,-,01,2022000839,01,해당지역,-
-,2022000839,059.9700A,-,01,2022000839,02,기타지역,-
-,2022000839,059.8800B,-,02,2022000839,01,해당지역,-
-,2022000839,059.8800B,-,02,2022000839,02,기타지역,-
41.64,2022000839,084.9300 ,35,03,2022000839,01,해당지역,52
0,2022000839,084.9300 ,0,03,2022000839,02,기타지역,0
-,2022000838,084.8826A,-,01,2022000838,01,해당지역,-
-,2022000838,084.8826A,-,01,2022000838,02,기타지역,-
-,2022000838,084.6168B,-,02,2022000838,01,해당지역,-
-,2022000838,084.6168B,-,02,2022000838,02,기타지역,-
-,2022000838,084.8619C,-,03,2022000838,01,해당지역,-
-,2022000838,084.8619C,-,03,2022000838,02,기타지역,-
-,2022000838,084.6821D,-,04,2022000838,01,해당지역,-
-,2022000838,084.6821D,-,04,2022000838,02,기타지역,-
-,2022000838,084.6929E,-,05,2022000838,01,해당지역,-
-,2022000838,084.6929E,-,05,2022000838,02,기타지역,-
24.33,2022000837,030.2694 ,19,01,2022000837,01,해당지역,32
0,2022000837,030.2694 ,0,01,2022000837,02,기타지역,0
-,2022000837,033.6442 ,-,02,2022000837,01,해당지역,-
-,2022000837,033.6442 ,-,02,2022000837,02,기타지역,-
43.67,2022000837,040.9032 ,36,03,2022000837,01,해당지역,57
0,2022000837,040.9032 ,0,03,2022000837,02,기타지역,0
42,2022000837,041.8783 ,37,04,2022000837,01,해당지역,47
0,2022000837,041.8783 ,0,04,2022000837,02,기타지역,0
21.2,2022000837,050.5169 ,16,05,2022000837,01,해당지역,26
0,2022000837,050.5169 ,0,05,2022000837,02,기타지역,0
-,2022000837,055.8501 ,-,06,2022000837,01,해당지역,-
-,2022000837,055.8501 ,-,06,2022000837,02,기타지역,-
39.47,2022000837,059.0930 ,25,07,2022000837,01,해당지역,64
0,2022000837,059.0930 ,0,07,2022000837,02,기타지역,0
54.79,2022000836,059.9121 ,50,01,2022000836,01,해당지역,65
